EDI_concept_code,제품명_x,규격,대분류군코드,대분류군명,대분류코드,대분류코드명,중분류코드,중분류명,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate
E2001104,NEXGEN LPS FEMORAL COMPONENT,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52010,슬관절전치환용 FEMORAL COMPONENT(일반형),0.33886161447,45768076,Knee femur prosthesis,SNOMED,Device,S,5,1,Physical Object,705895007,20150131,20991231
E2001105,GENESIS II P/S FEMORAL COMPONENT,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52010,슬관절전치환용 FEMORAL COMPONENT(일반형),0.32330951095,45768076,Knee femur prosthesis,SNOMED,Device,S,5,1,Physical Object,705895007,20150131,20991231
E2001106,VANGUARD FEMORAL COMPONENTS,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52010,슬관절전치환용 FEMORAL COMPONENT(일반형),0.436219275,45768076,Knee femur prosthesis,SNOMED,Device,S,5,1,Physical Object,705895007,20150131,20991231
E2001107,TOTAL KNEE SYSTEM (FEMORAL COMPONENT),전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52010,슬관절전치환용 FEMORAL COMPONENT(일반형),0.38324564695,45768076,Knee femur prosthesis,SNOMED,Device,S,5,1,Physical Object,705895007,20150131,20991231
E2001119,ADVANCE FEMORAL COMPONENT,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52010,슬관절전치환용 FEMORAL COMPONENT(일반형),0.50633317232,45768076,Knee femur prosthesis,SNOMED,Device,S,5,1,Physical Object,705895007,20150131,20991231
E2001204,NEXGEN LPS-FLEX FEMORAL COMPONENT,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52010,슬관절전치환용 FEMORAL COMPONENT(일반형),0.2847186923,45768076,Knee femur prosthesis,SNOMED,Device,S,5,1,Physical Object,705895007,20150131,20991231
E2001208,"PFC SIGMA FEMORAL COMPONENT (CR TYPE, CS TYPE)",전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52010,슬관절전치환용 FEMORAL COMPONENT(일반형),0.2678796351,45768076,Knee femur prosthesis,SNOMED,Device,S,5,1,Physical Object,705895007,20150131,20991231
E2001231,TRIATHLON FEMORAL COMPONENT,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52010,슬관절전치환용 FEMORAL COMPONENT(일반형),0.46763879061,45768076,Knee femur prosthesis,SNOMED,Device,S,5,1,Physical Object,705895007,20150131,20991231
E2003105,OXINIUM P/S FEMORAL COMPONENT,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52019,슬관절전치환용 FEMORAL COMPONENT(일반형-OXINIUM),0.33965960145,45768076,Knee femur prosthesis,SNOMED,Device,S,5,1,Physical Object,705895007,20150131,20991231
E2011001,SCORPIO SERIES 7000 TIBIAL COMPONENT,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.35084703565,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2011004,NEXGEN COMPLETE TIBIAL PLATE,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.33081674576,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2011005,GENESIS II TIBIAL COMPONENT,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.43776187301,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2011006,I-BEAM TIBIAL TRAY,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.39197808504,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2011008,LCS TIBIAL COMPONENT,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.4325761795,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2011020,ACS TIBIA COMPONENT WITH TIN,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.40388199687,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2011045,LOSPA TIBIAL BASEPLATE,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.3963637054,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2011050,B-P KNEE TIBIAL COMPONENT,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.39061301947,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2011107,TOTAL KNEE SYSTEM (TIBIAL COMPONENT),전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.37814414501,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2011119,ADVANCE TIBIAL COMPONENT,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.49951151013,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2011208,PFC SIGMA (RP MBT) TIBIAL COMPONENT,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.24807213247,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2011212,"NK II PRIMARY, PERSONA STEMMED TIBIAL BASEPLATES,NON POROUS COATED",전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.24960421026,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2011331,TRIATHLON TIBIAL BASEPLATE,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52013,슬관절전치환용 TIBIAL COMPONENT(일반형),0.37767440081,45768074,Knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705893000,20150131,20991231
E2031004,PERSONA/NEXGEN PATELLA,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52012,슬관절전치환용 PATELLA,0.19949886203,45768072,Patella prosthesis,SNOMED,Device,S,3,1,Physical Object,705891003,20150131,20991231
E2031107,TOTAL KNEE SYSTEM (PATELLA IMPLANT),전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52012,슬관절전치환용 PATELLA,0.4690823555,45768072,Patella prosthesis,SNOMED,Device,S,3,1,Physical Object,705891003,20150131,20991231
E2101004,MIS MILLER/GALANTE UNICOMPARTMENTAL KNEE SYSTEM,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52014,슬관절반치환용 FEMORAL COMPONENT,0.48901870847,45768071,Unicondylar knee femur prosthesis,SNOMED,Device,S,2,1,Physical Object,705890002,20150131,20991231
E2101006,OXFORD PH4 UNICOMPARTMENTAL KNEE SYSTEM,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52014,슬관절반치환용 FEMORAL COMPONENT,0.45758065581,45768071,Unicondylar knee femur prosthesis,SNOMED,Device,S,2,1,Physical Object,705890002,20150131,20991231
E2111006,OXFORD PH3 UNICOMPARTMENTAL KNEE SYSTEM,전규격,E,인공관절 군,E2,KNEE PROSTHESIS 류,52003,슬관절반치환용 TIBIAL COMPONENT(일반형),0.46221113205,45768075,Unicondylar knee tibia prosthesis,SNOMED,Device,S,3,1,Physical Object,705894006,20150131,20991231
E5001002,SIMPLEX BONE CEMENT,40G,E,인공관절 군,E5,BONE CEMENT 류,55003,BONE CEMENT,0.6016241312,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5001008,CMW BONE CEMENT,40G,E,인공관절 군,E5,BONE CEMENT 류,55003,BONE CEMENT,0.57144713402,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5001014,OSTEOBOND BONE CEMENT,40g,E,인공관절 군,E5,BONE CEMENT 류,55003,BONE CEMENT,0.57245320082,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5001306,BIOMET BONE CEMENT R,40G,E,인공관절 군,E5,BONE CEMENT 류,55003,BONE CEMENT,0.67426848412,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5002004,HI-FATIGUE G BONE CEMENT,40G + 항생제,E,인공관절 군,E5,BONE CEMENT 류,55004,BONE CEMENT(항생제 첨가),0.42140632868,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5002006,REFOBACIN BONE CEMENT R,40G + 항생제,E,인공관절 군,E5,BONE CEMENT 류,55004,BONE CEMENT(항생제 첨가),0.55603051186,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5002024,PALACOS R+G,40G + 항생제,E,인공관절 군,E5,BONE CEMENT 류,55004,BONE CEMENT(항생제 첨가),0.21586166322,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5002040,CEMEX GENTA,40G+항생제,E,인공관절 군,E5,BONE CEMENT 류,55004,BONE CEMENT(항생제 첨가),0.41048163176,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5002051,GENTAFIX,40G + 항생제,E,인공관절 군,E5,BONE CEMENT 류,55004,BONE CEMENT(항생제 첨가),0.4488941431,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5002106,REFOBACIN REVISION BONE CEMENT,42.9G + 항생제,E,인공관절 군,E5,BONE CEMENT 류,55004,BONE CEMENT(항생제 첨가),0.50351685286,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5002108,SMARTSET GHV BONE CEMENT,40G + 항생제,E,인공관절 군,E5,BONE CEMENT 류,55004,BONE CEMENT(항생제 첨가),0.61669826508,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5002705,VERSABOND AB BONE CEMENT,40G + 항생제,E,인공관절 군,E5,BONE CEMENT 류,55004,BONE CEMENT(항생제 첨가),0.53584641218,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5100006,BIOMET CEMENT V,26G,E,인공관절 군,E5,BONE CEMENT 류,55003,BONE CEMENT,0.46753376722,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5100008,VERTEBROPLASTIC CEMENT,22.5g,E,인공관절 군,E5,BONE CEMENT 류,55003,BONE CEMENT,0.48268055916,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5100031,SPINEPLEX BONE CEMENT,20G,E,인공관절 군,E5,BONE CEMENT 류,55003,BONE CEMENT,0.59183549881,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5100056,KYPHON HV-R BONE CEMENT,20G,E,인공관절 군,E5,BONE CEMENT 류,55003,BONE CEMENT,0.38205337524,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5100070,SPINOFILL,20G,E,인공관절 군,E5,BONE CEMENT 류,55003,BONE CEMENT,0.38382226229,4245414,Bone cement,SNOMED,Device,S,0,1,Substance,6043006,19700101,20991231
E5200040,CEMEX GENTA SYSTEM 80G,80G + 항생제 + SYRINGE TYPE 진공혼합기,E,인공관절 군,E5,BONE CEMENT 류,55006,BONE CEMENT+진공혼합기(일체형)(80G),0.28647744656,45758908,Orthopedic cement preparation/delivery kit,SNOMED,Device,S,0,1,Physical Object,463869005,20150131,20991231
E5200070,DOUJET 40G,40G + 항생제 + SYRINGE TYPE 진공혼합기,E,인공관절 군,E5,BONE CEMENT 류,55005,BONE CEMENT+진공혼합기(일체형)(40G),0.28153288364,45758908,Orthopedic cement preparation/delivery kit,SNOMED,Device,S,0,1,Physical Object,463869005,20150131,20991231
F0018006,DIAPASON SCREW SET,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.52055633068,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018029,TYSS,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.39049440622,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018030,MEGA SPINE SCREW SET,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.50713127851,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018032,XIA SCREW SET,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.56714707613,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018068,GSS PEDICLE SCREW,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.52992403507,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018072,SEXTANT MULTI-AXIAL SCREW SET,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.54360997677,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018073,ILIAD SPINAL SYSTEM - SCREW SET,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.44804003835,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018121,GLOBAL SPINE SCREW SET(WITH LOCKING DEVICE),전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.45544606447,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018142,4CIS SOLAR SYSTEM,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.41547322273,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018202,CD HORIZON M8(M10) SCREW SET,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.2443793416,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018608,EXPEDIUM SCREW SET,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.493237257,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0100372,CAPSTONE,전규격 (길이 : 32/36/40/44MM),F,척추재료 군,F0,척추장치용 류,60029,요추용CAGE (1LEVEL당1개사용),0.40334022045,4106975,Spinal cage,SNOMED,Device,S,6,1,Physical Object,257275005,19700101,20991231
F0101001,PEEK CAGE,전규격,F,척추재료 군,F0,척추장치용 류,60030,요추용CAGE (1LEVEL당2개사용),0.51230335236,4106975,Spinal cage,SNOMED,Device,S,6,1,Physical Object,257275005,19700101,20991231
F0101017,FIDJI POSTERIOR CAGE,전규격,F,척추재료 군,F0,척추장치용 류,60030,요추용CAGE (1LEVEL당2개사용),0.27400246263,4106975,Spinal cage,SNOMED,Device,S,6,1,Physical Object,257275005,19700101,20991231
F0101091,DREAM PLIF CAGE,전규격,F,척추재료 군,F0,척추장치용 류,60030,요추용CAGE (1LEVEL당2개사용),0.51969242096,4106975,Spinal cage,SNOMED,Device,S,6,1,Physical Object,257275005,19700101,20991231
F0101368,ANYPLUS PLIF PEEK CAGE,전규격,F,척추재료 군,F0,척추장치용 류,60030,요추용CAGE (1LEVEL당2개사용),0.32787680626,4106975,Spinal cage,SNOMED,Device,S,6,1,Physical Object,257275005,19700101,20991231
F0105001,SOLIS,전규격,F,척추재료 군,F0,척추장치용 류,60031,경추용 CAGE,0.51177334785,4106975,Spinal cage,SNOMED,Device,S,6,1,Physical Object,257275005,19700101,20991231
F1411229,PCD SYSTEM,전규격,F,척추재료 군,F1,척추시술용 류,61003,주입기KIT,0.38433754444,45758898,Orthopedic cement dispenser,SNOMED,Device,S,0,2,Physical Object,463854009,20150131,20991231
G3021013,CORONARY PERFUSION CANNULA,전규격,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73004,CARDIOPLEGIA ANTEGRADE CANNULA,0.72378277779,45761660,Cardioplegia cannula,SNOMED,Device,S,0,2,Physical Object,467890001,20150131,20991231
G3022003,AORTIC ROOT CANNULA WITH VENT,전규격,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73005,CARDIOPLEGIA ANTEGRADE CANNULA(W/VENT),0.57968181372,45761660,Cardioplegia cannula,SNOMED,Device,S,0,2,Physical Object,467890001,20150131,20991231
G3023001,BUCKBERG RETROPLEGIA WITH TEXTURED BALLOON CANNULA,전규격,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73006,CARDIOPLEGIA RETROGRADE CANNULA,0.4310092926,45761660,Cardioplegia cannula,SNOMED,Device,S,0,2,Physical Object,467890001,20150131,20991231
G3041003,DLP FEMORAL ARTERIAL CANNULAE,ARTERY,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73008,심폐수술용 FEMORAL CANNULA(KIT포함),0.59977447987,45761485,"Cardiopulmonary bypass cannula, femoral",SNOMED,Device,S,0,1,Physical Object,467629005,20150131,20991231
G4001019,CARDIOPLEGIA DELIVERY SET,전규격,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73009,심정지액주입용 SET(ANTEGRADE),0.55487716198,45761368,Cardioplegia solution administration kit,SNOMED,Device,S,0,1,Physical Object,467472006,20150131,20991231
G4011001,CARDIOPLEGIA RMI KIT,,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73010,심정지액주입용 SET(RETROGRADE와 ANTEGRADE겸용),0.53041809797,45761368,Cardioplegia solution administration kit,SNOMED,Device,S,0,1,Physical Object,467472006,20150131,20991231
G4201003,MYOTHERM XP,,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73013,혈액성심정지액주입용 SET,0.30904015899,45767395,"Cardiopulmonary bypass system filter, blood/cardioplegia solution",SNOMED,Device,S,0,1,Physical Object,704792009,20150131,20991231
G4201008,BLOOD CARDIOPLEGIA SOLUTION DELIVERY SET,전규격,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73013,혈액성심정지액주입용 SET,0.49120572209,45767395,"Cardiopulmonary bypass system filter, blood/cardioplegia solution",SNOMED,Device,S,0,1,Physical Object,704792009,20150131,20991231
G5101018,CUSTOM TUBING PACK,전규격,G,흉부외과용 군,G5,OXYGENATOR & TUBING PACK & PUMP(OFF-PUMP포함)류,75002,TUBING PACK,0.58437079191,45761759,Cardiopulmonary bypass system tubing set,SNOMED,Device,S,0,1,Physical Object,468033000,20150131,20991231
G5101032,EXTRACORPOREAL CUSTOM TUBING PACK,전규격,G,흉부외과용 군,G5,OXYGENATOR & TUBING PACK & PUMP(OFF-PUMP포함)류,75002,TUBING PACK,0.45351418853,45761759,Cardiopulmonary bypass system tubing set,SNOMED,Device,S,0,1,Physical Object,468033000,20150131,20991231
G6015023,PERIVAC KIT,전규격,G,흉부외과용 군,G6,흉부외과용 선택품목 류,76008,심낭천자를 통한 지속적배액용,0.49941086769,45758151,Pericardium drainage catheter,SNOMED,Device,S,0,2,Physical Object,462698001,20150131,20991231
H0012002,DURAFORM DURAL GRAFT IMPLANT,2.5CM X 7.5CM,H,신경외과용 군,H0,생체ㆍ합성 뇌막 류,80002,생체 흡수성 (10~50㎠미만),0.48818087578,4104097,Dural substitute,SNOMED,Device,S,0,1,Substance,256638000,19700101,20991231
H0013003,SURGISIS BIODESIGN DURAL GRAFT,7CM X 10CM,H,신경외과용 군,H0,생체ㆍ합성 뇌막 류,80003,생체 흡수성 (50~90㎠미만),0.38492104411,4104097,Dural substitute,SNOMED,Device,S,0,1,Substance,256638000,19700101,20991231
H1302001,ANEURYSM CLIP YASARGIL,STANDARD,H,신경외과용 군,H1,뇌혈관용 클립 류,81001,뇌동맥류클립(일반클립),0.63779163361,45761998,Aneurysm clip,SNOMED,Device,S,0,1,Physical Object,468403003,20150131,20991231
H2031002,SHUNT OMMAYA CSF RESERVOIR,전규격,H,신경외과용 군,H2,뇌척수액 배액용 재료 류,82013,V-P SHUNT RESERVOIR,0.70867216587,4038676,Ventricular reservoir,SNOMED,Device,S,3,2,Physical Object,118425005,19700101,20991231
H2301003,PROGRAMMABLE VALVE SYSTEM,STRAIGHT CONNECTOR,H,신경외과용 군,H2,뇌척수액 배액용 재료 류,82011,V-P SHUNT CONNECTOR(STRAIGHT),0.60771709681,45761504,Cerebrospinal fluid shunt connector,SNOMED,Device,S,0,2,Physical Object,467662002,20150131,20991231
H2601005,EVD VENTRICULAR CATHETER,W/O STYLET,H,신경외과용 군,H2,뇌척수액 배액용 재료 류,82020,EVD용 CATHETER(SINGLE),0.4646948278,4234117,Ventricular intracranial catheter,SNOMED,Device,S,0,1,Physical Object,9017009,19700101,20991231
H2602006,EXTRA VENTRICULAR DRAINAGE CATHETER(SINGLE LUMEN),W/ STYLET,H,신경외과용 군,H2,뇌척수액 배액용 재료 류,82020,EVD용 CATHETER(SINGLE),0.51008045673,4234117,Ventricular intracranial catheter,SNOMED,Device,S,0,1,Physical Object,9017009,19700101,20991231
H2602014,EVD CATHETER,W/STYLET,H,신경외과용 군,H2,뇌척수액 배액용 재료 류,82020,EVD용 CATHETER(SINGLE),0.43933323026,4234117,Ventricular intracranial catheter,SNOMED,Device,S,0,1,Physical Object,9017009,19700101,20991231
H2605014,EVD CIRCUIT & DRAINAGE BAG,일체형,H,신경외과용 군,H3,신경자극기 류,82024,EVD용 CIRCUIT&BAG,0.42279595137,37396766,Ventricular cerebrospinal fluid catheter/external drainage kit,SNOMED,Device,S,0,2,Physical Object,716690000,20160731,20991231
H2605016,DRAINAGE CIRCUIT & BAG,402-B(일체형),H,신경외과용 군,H3,신경자극기 류,82024,EVD용 CIRCUIT&BAG,0.49412673712,37396766,Ventricular cerebrospinal fluid catheter/external drainage kit,SNOMED,Device,S,0,2,Physical Object,716690000,20160731,20991231
H3002002,CRANIOFIX,16 MM,C,골유합 및 골고정용 군,C7,"두개,악안면 PLATE 류",37069,단추형 두개골고정용,0.50622874498,45761758,Cranial bone flap fixation clamp,SNOMED,Device,S,0,2,Physical Object,468031003,20150131,20991231
H3017001,MICRO SCREW FOR NS,전규격,C,골유합 및 골고정용 군,C8,"두개,악안면 SCREW 류",38003,MICRO SCREW,0.37161320448,45773261,"Craniofacial bone screw, non-bioabsorbable",SNOMED,Device,S,1,1,Physical Object,701005009,20150131,20991231
H3017002,MID SCREW FOR NS,전규격,C,골유합 및 골고정용 군,C8,"두개,악안면 SCREW 류",38003,MICRO SCREW,0.38125139475,45773261,"Craniofacial bone screw, non-bioabsorbable",SNOMED,Device,S,1,1,Physical Object,701005009,20150131,20991231
H3019001,SELF-DRILLING SCREW,전규격,C,골유합 및 골고정용 군,C8,"두개,악안면 SCREW 류",38003,MICRO SCREW,0.44875267148,45773261,"Craniofacial bone screw, non-bioabsorbable",SNOMED,Device,S,1,1,Physical Object,701005009,20150131,20991231
H3040019,NEURO SCREW,전규격,C,골유합 및 골고정용 군,C8,"두개,악안면 SCREW 류",38003,MICRO SCREW,0.65676724911,45773261,"Craniofacial bone screw, non-bioabsorbable",SNOMED,Device,S,1,1,Physical Object,701005009,20150131,20991231
H4501003,INVOS CEREBRAL OXIMETER SENSOR,전규격,H,신경외과용 군,H4,뇌신경생리 측정 류,84040,비침습적 대뇌피질 산소포화도 감시용,0.78300839663,45761274,Cerebral oximeter sensor,SNOMED,Device,S,0,1,Physical Object,467326008,20150131,20991231
I0201001,LACRIMAL INTUBATION SET,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90009,누관스텐트삽입술용 재료,1,45772027,Lacrimal intubation set,SNOMED,Device,S,0,2,Physical Object,470283003,20150131,20991231
I0201011,CANALICULUS INTUBATION SET,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90009,누관스텐트삽입술용 재료,0.61629736423,45772027,Lacrimal intubation set,SNOMED,Device,S,0,2,Physical Object,470283003,20150131,20991231
I0201024,"누액,누도 실리콘 튜브",전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90009,누관스텐트삽입술용 재료,0,45772027,Lacrimal intubation set,SNOMED,Device,S,0,2,Physical Object,470283003,20150131,20991231
I0303014,BIO PLUG,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90012,누점폐쇄술용 치료용 재료(TEMPORARY),0.68422579765,4216285,Punctal plug,SNOMED,Device,S,2,2,Physical Object,415217009,19700101,20991231
I0303052,ABS PLUG,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90012,누점폐쇄술용 치료용 재료(TEMPORARY),0.70062404871,4216285,Punctal plug,SNOMED,Device,S,2,2,Physical Object,415217009,19700101,20991231
I0303065,BL PLUG,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90012,누점폐쇄술용 치료용 재료(TEMPORARY),0.74203336239,4216285,Punctal plug,SNOMED,Device,S,2,2,Physical Object,415217009,19700101,20991231
I0303105,DISSOLVABLE VISIPLUG LACRIMAL PLUG,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90012,누점폐쇄술용 치료용 재료(TEMPORARY),0.4404964745,4216285,Punctal plug,SNOMED,Device,S,2,2,Physical Object,415217009,19700101,20991231
I0601006,AHMED GLAUCOMA VALVE IMPLANT FLEXIBLE PLATE,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90018,녹내장수술용(VALVE형),0.53994178772,4252040,Valved ophthalmic drainage device,SNOMED,Device,S,2,1,Physical Object,410443005,19700101,20991231
I0711201,ARCALINE,5CC,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90025,망막수술용 고비중물질(5CC),0.26328888535,45760370,"Retinal tamponade medium, intraoperative",SNOMED,Device,S,0,1,Physical Object,466064008,20150131,20991231
I0712009,LASER PROBE,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90027,안구내삽관레이저 광응고술용,1,46273951,Ophthalmic laser probe,SNOMED,Device,S,0,1,Physical Object,711301000,20150731,20991231
I0712146,ENDO LASER PROBE,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90027,안구내삽관레이저 광응고술용,0.73702996969,46273951,Ophthalmic laser probe,SNOMED,Device,S,0,1,Physical Object,711301000,20150731,20991231
I0712237,"ENDO PROBE (10562,10547)",전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90027,안구내삽관레이저 광응고술용,0.27267128229,46273951,Ophthalmic laser probe,SNOMED,Device,S,0,1,Physical Object,711301000,20150731,20991231
