no,concept_code,concept_name,concept_synonym,domain_id,matchScore_a,targetConceptId_a,targetConceptName_a,targetVocabularyId_a,targetDomainId_a,targetStandardConcept_a,targetChildCount_a,targetParentCount_a,targetConceptClassId_a,targetConceptCode_a,targetValidStartDate_a,targetValidEndDate_a,matchScore_b,targetConceptId_b,targetConceptName_b,targetVocabularyId_b,targetDomainId_b,targetStandardConcept_b,targetChildCount_b,targetParentCount_b,targetConceptClassId_b,targetConceptCode_b,targetValidStartDate_b,targetValidEndDate_b,matchScore_fixed,targetConceptId_fixed,targetConceptName_fixed,targetVocabularyId_fixed,targetDomainId_fixed,targetStandardConcept_fixed,targetConceptClassId_fixed,targetConceptCode_fixed,targetValidStartDate_fixed,targetValidEndDate_fixed
125,A1646,"Medical care profound count 1-2, doctor 4· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료최고도 count 1-2, 의사4·간호6등급 환자수대간호사수비18:1초과",Procedure,0.179967448,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.198288843,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.179967448,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
126,A1647,"Medical care profound count 1-2, doctor 4· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료최고도 count 1-2, 의사4·간호7등급 환자수대간호사수비18:1초과",Procedure,0.178948134,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.196872041,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.178948134,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
127,A1650,"Medical care profound count 1-2, doctor 5· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료최고도 count 1-2, 의사5·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.177625239,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.195125267,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.177625239,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
128,A1656,"Medical care profound count 1-2, doctor 5· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료최고도 count 1-2, 의사5·간호6등급 환자수대간호사수비18:1초과",Procedure,0.180401623,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.198873475,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.180401623,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
129,A1657,"Medical care profound count 1-2, doctor 5· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료최고도 count 1-2, 의사5·간호7등급 환자수대간호사수비18:1초과",Procedure,0.179374963,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.197444186,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.179374963,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
130,A1690,"Medical care profound count 1-2, doctor 1 (number of specialist 50% or more)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료최고도 count 1-2, 의사1(전문의수50%이상)·간호1-5등급 환자수대간호사수비18:1초과",Procedure,0.251932204,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.271373481,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.251932204,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
131,A1696,"Medical care profound count 1-2, doctor 1 (number of specialist 50% or more)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료최고도 count 1-2, 의사1(전문의수50%이상)·간호6등급 환자수대간호사수비18:1초과",Procedure,0.255268186,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.275611907,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.255268186,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
132,A1697,"Medical care profound count 1-2, doctor 1 (number of specialist 50% or more)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess","의료최고도 count 1-2, 의사1(전문의수50%이상)·간호7등급 환자수대간호사수비18:1초과",Procedure,0.25403735,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.274001002,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.25403735,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
133,A2100,"Medical care severe ADL 17-20, doctor 2· nursing 5 grade","의료고도 ADL 17-20, 의사2·간호5등급",Procedure,0.210091934,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.330466598,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.210091934,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
134,A2101,"Medical care severe ADL 17-20, doctor 2· nursing 1 grade","의료고도 ADL 17-20, 의사2·간호1등급",Procedure,0.211401165,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.333296329,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.211401165,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
135,A2102,"Medical care severe ADL 17-20, doctor 2· nursing 2 grade","의료고도 ADL 17-20, 의사2·간호2등급",Procedure,0.20990254,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.330057502,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.20990254,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
136,A2103,"Medical care severe ADL 17-20, doctor 2· nursing 3 grade","의료고도 ADL 17-20, 의사2·간호3등급",Procedure,0.207615688,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.325132847,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.207615688,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
137,A2104,"Medical care severe ADL 17-20, doctor 2· nursing 4 grade","의료고도 ADL 17-20, 의사2·간호4등급",Procedure,0.206999138,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.323820502,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.206999138,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
138,A2106,"Medical care severe ADL 17-20, doctor 2· nursing 6 grade","의료고도 ADL 17-20, 의사2·간호6등급",Procedure,0.206846058,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.323440999,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.206846058,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
139,A2107,"Medical care severe ADL 17-20, doctor 2· nursing 7 grade","의료고도 ADL 17-20, 의사2·간호7등급",Procedure,0.204868987,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.319111884,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.204868987,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
140,A2108,"Medical care severe ADL 17-20, doctor 2· nursing 8 grade","의료고도 ADL 17-20, 의사2·간호8등급",Procedure,0.206063583,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.321836978,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.206063583,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
141,A2110,"Medical care severe ADL 17-20, doctor 1 (number of specialist less than 50%)· nursing 5 grade","의료고도 ADL 17-20, 의사1(전문의수50%미만)·간호5등급",Procedure,0.22640948,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.284212053,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.22640948,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
142,A2111,"Medical care severe ADL 17-20, doctor 1 (number of specialist less than 50%)· nursing 1 grade","의료고도 ADL 17-20, 의사1(전문의수50%미만)·간호1등급",Procedure,0.227730542,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.286207527,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.227730542,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
143,A2112,"Medical care severe ADL 17-20, doctor 1 (number of specialist less than 50%)· nursing 2 grade","의료고도 ADL 17-20, 의사1(전문의수50%미만)·간호2등급",Procedure,0.22592552,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.283483505,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.22592552,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
144,A2113,"Medical care severe ADL 17-20, doctor 1 (number of specialist less than 50%)· nursing 3 grade","의료고도 ADL 17-20, 의사1(전문의수50%미만)·간호3등급",Procedure,0.224372178,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.281128526,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.224372178,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
145,A2114,"Medical care severe ADL 17-20, doctor 1 (number of specialist less than 50%)· nursing 4 grade","의료고도 ADL 17-20, 의사1(전문의수50%미만)·간호4등급",Procedure,0.223912254,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.280436605,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.223912254,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
146,A2116,"Medical care severe ADL 17-20, doctor 1 (number of specialist less than 50%)· nursing 6 grade","의료고도 ADL 17-20, 의사1(전문의수50%미만)·간호6등급",Procedure,0.223797858,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.280235916,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.223797858,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
147,A2117,"Medical care severe ADL 17-20, doctor 1 (number of specialist less than 50%)· nursing 7 grade","의료고도 ADL 17-20, 의사1(전문의수50%미만)·간호7등급",Procedure,0.222313419,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.277926892,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.222313419,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
148,A2118,"Medical care severe ADL 17-20, doctor 1 (number of specialist less than 50%)· nursing 8 grade","의료고도 ADL 17-20, 의사1(전문의수50%미만)·간호8등급",Procedure,0.223211929,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.279384583,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.223211929,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
149,A2130,"Medical care severe ADL 17-20, doctor 3· nursing 5 grade","의료고도 ADL 17-20, 의사3·간호5등급",Procedure,0.209335983,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.328924119,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.209335983,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
150,A2131,"Medical care severe ADL 17-20, doctor 3· nursing 1 grade","의료고도 ADL 17-20, 의사3·간호1등급",Procedure,0.210631028,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.331714064,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.210631028,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
151,A2132,"Medical care severe ADL 17-20, doctor 3· nursing 2 grade","의료고도 ADL 17-20, 의사3·간호2등급",Procedure,0.208958849,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.328115642,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.208958849,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
152,A2133,"Medical care severe ADL 17-20, doctor 3· nursing 3 grade","의료고도 ADL 17-20, 의사3·간호3등급",Procedure,0.207244813,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.324421406,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.207244813,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
153,A2134,"Medical care severe ADL 17-20, doctor 3· nursing 4 grade","의료고도 ADL 17-20, 의사3·간호4등급",Procedure,0.206275955,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.32236883,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.206275955,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
154,A2136,"Medical care severe ADL 17-20, doctor 3· nursing 6 grade","의료고도 ADL 17-20, 의사3·간호6등급",Procedure,0.20612447,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.321994424,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.20612447,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
155,A2137,"Medical care severe ADL 17-20, doctor 3· nursing 7 grade","의료고도 ADL 17-20, 의사3·간호7등급",Procedure,0.204167828,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.31772238,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.204167828,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
156,A2138,"Medical care severe ADL 17-20, doctor 3· nursing 8 grade","의료고도 ADL 17-20, 의사3·간호8등급",Procedure,0.205350131,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.320411712,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.205350131,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
157,A2140,"Medical care severe ADL 17-20, doctor 4· nursing 5 grade","의료고도 ADL 17-20, 의사4·간호5등급",Procedure,0.208974972,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.328327149,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.208974972,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
158,A2141,"Medical care severe ADL 17-20, doctor 4· nursing 1 grade","의료고도 ADL 17-20, 의사4·간호1등급",Procedure,0.210263297,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.331101805,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.210263297,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
159,A2142,"Medical care severe ADL 17-20, doctor 4· nursing 2 grade","의료고도 ADL 17-20, 의사4·간호2등급",Procedure,0.208599806,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.327523053,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.208599806,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
160,A2143,"Medical care severe ADL 17-20, doctor 4· nursing 3 grade","의료고도 ADL 17-20, 의사4·간호3등급",Procedure,0.20653756,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.323094666,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.20653756,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
161,A2144,"Medical care severe ADL 17-20, doctor 4· nursing 4 grade","의료고도 ADL 17-20, 의사4·간호4등급",Procedure,0.206405148,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.322806597,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.206405148,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
162,A2146,"Medical care severe ADL 17-20, doctor 4· nursing 6 grade","의료고도 ADL 17-20, 의사4·간호6등급",Procedure,0.205779806,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.321434319,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.205779806,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
163,A2147,"Medical care severe ADL 17-20, doctor 4· nursing 7 grade","의료고도 ADL 17-20, 의사4·간호7등급",Procedure,0.203832865,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.31718424,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.203832865,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
164,A2148,"Medical care severe ADL 17-20, doctor 4· nursing 8 grade","의료고도 ADL 17-20, 의사4·간호8등급",Procedure,0.205009326,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.319859803,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.205009326,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
165,A2150,"Medical care severe ADL 17-20, doctor 5· nursing 5 grade","의료고도 ADL 17-20, 의사5·간호5등급",Procedure,0.210125476,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.330811769,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.210125476,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
166,A2151,"Medical care severe ADL 17-20, doctor 5· nursing 1 grade","의료고도 ADL 17-20, 의사5·간호1등급",Procedure,0.211155549,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.333044827,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.211155549,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
167,A2152,"Medical care severe ADL 17-20, doctor 5· nursing 2 grade","의료고도 ADL 17-20, 의사5·간호2등급",Procedure,0.209470943,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.3294034,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.209470943,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
168,A2153,"Medical care severe ADL 17-20, doctor 5· nursing 3 grade","의료고도 ADL 17-20, 의사5·간호3등급",Procedure,0.207383022,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.324899375,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.207383022,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
169,A2154,"Medical care severe ADL 17-20, doctor 5· nursing 4 grade","의료고도 ADL 17-20, 의사5·간호4등급",Procedure,0.206768528,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.323589861,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.206768528,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
170,A2156,"Medical care severe ADL 17-20, doctor 5· nursing 6 grade","의료고도 ADL 17-20, 의사5·간호6등급",Procedure,0.206615955,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.323211163,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.206615955,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
171,A2157,"Medical care severe ADL 17-20, doctor 5· nursing 7 grade","의료고도 ADL 17-20, 의사5·간호7등급",Procedure,0.20464541,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.318891138,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.20464541,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
172,A2158,"Medical care severe ADL 17-20, doctor 5· nursing 8 grade","의료고도 ADL 17-20, 의사5·간호8등급",Procedure,0.205836087,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.32161054,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.205836087,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
173,A2190,"Medical care severe ADL 17-20, doctor 1 (number of specialist 50% or more)· nursing 5 grade","의료고도 ADL 17-20, 의사1(전문의수50%이상)·간호5등급",Procedure,0.228482246,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.291992724,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.228482246,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
174,A2191,"Medical care severe ADL 17-20, doctor 1 (number of specialist 50% or more)· nursing 1 grade","의료고도 ADL 17-20, 의사1(전문의수50%이상)·간호1등급",Procedure,0.229867116,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.294157863,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.229867116,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
175,A2192,"Medical care severe ADL 17-20, doctor 1 (number of specialist 50% or more)· nursing 2 grade","의료고도 ADL 17-20, 의사1(전문의수50%이상)·간호2등급",Procedure,0.22797516,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.291202843,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.22797516,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
176,A2193,"Medical care severe ADL 17-20, doctor 1 (number of specialist 50% or more)· nursing 3 grade","의료고도 ADL 17-20, 의사1(전문의수50%이상)·간호3등급",Procedure,0.2263484,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.288651943,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.2263484,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
177,A2194,"Medical care severe ADL 17-20, doctor 1 (number of specialist 50% or more)· nursing 4 grade","의료고도 ADL 17-20, 의사1(전문의수50%이상)·간호4등급",Procedure,0.225866973,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.28790313,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.225866973,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
178,A2196,"Medical care severe ADL 17-20, doctor 1 (number of specialist 50% or more)· nursing 6 grade","의료고도 ADL 17-20, 의사1(전문의수50%이상)·간호6등급",Procedure,0.225747257,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.287685961,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.225747257,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
179,A2197,"Medical care severe ADL 17-20, doctor 1 (number of specialist 50% or more)· nursing 7 grade","의료고도 ADL 17-20, 의사1(전문의수50%이상)·간호7등급",Procedure,0.224194288,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.285189509,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.224194288,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
180,A2198,"Medical care severe ADL 17-20, doctor 1 (number of specialist 50% or more)· nursing 8 grade","의료고도 ADL 17-20, 의사1(전문의수50%이상)·간호8등급",Procedure,0.225134149,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.286765128,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.225134149,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
181,A2200,"Medical care severe ADL 9-16, doctor 2· nursing 5 grade","의료고도 ADL 9-16, 의사2·간호5등급",Procedure,0.200863808,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.30933696,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.200863808,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
