source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
A1100,42364257,Korean EDI,"Medical care profound count 3-6, doctor 2· nursing 5 grade; 의료최고도 count 3-6, 의사2·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5517,42364982,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist less than 50%)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사1(전문의수50%미만)·간호7등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5530,42363176,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 3· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사3·간호1-5등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5536,42362132,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 3· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사3·간호6등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5537,42358977,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 3· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사3·간호7등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5540,42365748,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 4· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사4·간호1-5등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5546,42362179,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 4· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사4·간호6등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5547,42362194,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 4· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사4·간호7등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5550,42362203,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 5· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사5·간호1-5등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5556,42365475,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 5· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사5·간호6등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5557,42362249,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 5· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사5·간호7등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5590,42365990,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist 50% or more)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사1(전문의수50%이상)·간호1-5등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5596,42358857,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist 50% or more)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사1(전문의수50%이상)·간호6등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A5597,42365155,Korean EDI,"Cognitive impairment group ADL 4-20, doctor 1 (number of specialist 50% or more)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 인지장애군 ADL 4-20, 의사1(전문의수50%이상)·간호7등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6100,42358130,Korean EDI,"Medical care mild ADL 13-20, doctor 2· nursing 5 grade; 의료경도 ADL 13-20, 의사2·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6101,42358108,Korean EDI,"Medical care mild ADL 13-20, doctor 2· nursing 1 grade; 의료경도 ADL 13-20, 의사2·간호1등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6102,42365536,Korean EDI,"Medical care mild ADL 13-20, doctor 2· nursing 2 grade; 의료경도 ADL 13-20, 의사2·간호2등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6103,42363387,Korean EDI,"Medical care mild ADL 13-20, doctor 2· nursing 3 grade; 의료경도 ADL 13-20, 의사2·간호3등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6104,42358124,Korean EDI,"Medical care mild ADL 13-20, doctor 2· nursing 4 grade; 의료경도 ADL 13-20, 의사2·간호4등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6106,42358133,Korean EDI,"Medical care mild ADL 13-20, doctor 2· nursing 6 grade; 의료경도 ADL 13-20, 의사2·간호6등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6107,42358142,Korean EDI,"Medical care mild ADL 13-20, doctor 2· nursing 7 grade; 의료경도 ADL 13-20, 의사2·간호7등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6108,42365817,Korean EDI,"Medical care mild ADL 13-20, doctor 2· nursing 8 grade; 의료경도 ADL 13-20, 의사2·간호8등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6110,42358023,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 5 grade; 의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6111,42358006,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 1 grade; 의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호1등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6112,42364354,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 2 grade; 의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호2등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6113,42358014,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 3 grade; 의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호3등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6114,42365443,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 4 grade; 의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호4등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6116,42358031,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 6 grade; 의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호6등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6117,42358039,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 7 grade; 의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호7등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6118,42358049,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 8 grade; 의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호8등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6130,42332682,Korean EDI,"Medical care mild ADL 13-20, doctor 3· nursing 5 grade; 의료경도 ADL 13-20, 의사3·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6131,42358165,Korean EDI,"Medical care mild ADL 13-20, doctor 3· nursing 1 grade; 의료경도 ADL 13-20, 의사3·간호1등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6132,42358167,Korean EDI,"Medical care mild ADL 13-20, doctor 3· nursing 2 grade; 의료경도 ADL 13-20, 의사3·간호2등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6133,42363439,Korean EDI,"Medical care mild ADL 13-20, doctor 3· nursing 3 grade; 의료경도 ADL 13-20, 의사3·간호3등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6134,42363445,Korean EDI,"Medical care mild ADL 13-20, doctor 3· nursing 4 grade; 의료경도 ADL 13-20, 의사3·간호4등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6136,42363454,Korean EDI,"Medical care mild ADL 13-20, doctor 3· nursing 6 grade; 의료경도 ADL 13-20, 의사3·간호6등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6137,42358177,Korean EDI,"Medical care mild ADL 13-20, doctor 3· nursing 7 grade; 의료경도 ADL 13-20, 의사3·간호7등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6138,42358186,Korean EDI,"Medical care mild ADL 13-20, doctor 3· nursing 8 grade; 의료경도 ADL 13-20, 의사3·간호8등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6140,42358215,Korean EDI,"Medical care mild ADL 13-20, doctor 4· nursing 5 grade; 의료경도 ADL 13-20, 의사4·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6141,42358195,Korean EDI,"Medical care mild ADL 13-20, doctor 4· nursing 1 grade; 의료경도 ADL 13-20, 의사4·간호1등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6142,42363492,Korean EDI,"Medical care mild ADL 13-20, doctor 4· nursing 2 grade; 의료경도 ADL 13-20, 의사4·간호2등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6143,42358208,Korean EDI,"Medical care mild ADL 13-20, doctor 4· nursing 3 grade; 의료경도 ADL 13-20, 의사4·간호3등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6144,42358210,Korean EDI,"Medical care mild ADL 13-20, doctor 4· nursing 4 grade; 의료경도 ADL 13-20, 의사4·간호4등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6146,42358218,Korean EDI,"Medical care mild ADL 13-20, doctor 4· nursing 6 grade; 의료경도 ADL 13-20, 의사4·간호6등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6147,42358230,Korean EDI,"Medical care mild ADL 13-20, doctor 4· nursing 7 grade; 의료경도 ADL 13-20, 의사4·간호7등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6148,42358239,Korean EDI,"Medical care mild ADL 13-20, doctor 4· nursing 8 grade; 의료경도 ADL 13-20, 의사4·간호8등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6150,42334124,Korean EDI,"Medical care mild ADL 13-20, doctor 5· nursing 5 grade; 의료경도 ADL 13-20, 의사5·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6151,42358247,Korean EDI,"Medical care mild ADL 13-20, doctor 5· nursing 1 grade; 의료경도 ADL 13-20, 의사5·간호1등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6152,42358251,Korean EDI,"Medical care mild ADL 13-20, doctor 5· nursing 2 grade; 의료경도 ADL 13-20, 의사5·간호2등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6153,42358258,Korean EDI,"Medical care mild ADL 13-20, doctor 5· nursing 3 grade; 의료경도 ADL 13-20, 의사5·간호3등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6154,42333781,Korean EDI,"Medical care mild ADL 13-20, doctor 5· nursing 4 grade; 의료경도 ADL 13-20, 의사5·간호4등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6156,42358267,Korean EDI,"Medical care mild ADL 13-20, doctor 5· nursing 6 grade; 의료경도 ADL 13-20, 의사5·간호6등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6157,42358277,Korean EDI,"Medical care mild ADL 13-20, doctor 5· nursing 7 grade; 의료경도 ADL 13-20, 의사5·간호7등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6158,42358288,Korean EDI,"Medical care mild ADL 13-20, doctor 5· nursing 8 grade; 의료경도 ADL 13-20, 의사5·간호8등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6190,42358073,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 5 grade; 의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6191,42357074,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 1 grade; 의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호1등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6192,42363327,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 2 grade; 의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호2등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6193,42358065,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 3 grade; 의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호3등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6194,42358070,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 4 grade; 의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호4등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6196,42358079,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 6 grade; 의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호6등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6197,42364435,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 7 grade; 의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호7등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6198,42365169,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist 50% or more)· nursing 8 grade; 의료경도 ADL 13-20, 의사1(전문의수50%이상)·간호8등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6200,42358415,Korean EDI,"Medical care mild ADL 6-12, doctor 2· nursing 5 grade; 의료경도 ADL 6-12, 의사2·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6201,42358397,Korean EDI,"Medical care mild ADL 6-12, doctor 2· nursing 1 grade; 의료경도 ADL 6-12, 의사2·간호1등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6202,42366026,Korean EDI,"Medical care mild ADL 6-12, doctor 2· nursing 2 grade; 의료경도 ADL 6-12, 의사2·간호2등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6203,42365512,Korean EDI,"Medical care mild ADL 6-12, doctor 2· nursing 3 grade; 의료경도 ADL 6-12, 의사2·간호3등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6204,42364798,Korean EDI,"Medical care mild ADL 6-12, doctor 2· nursing 4 grade; 의료경도 ADL 6-12, 의사2·간호4등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6206,42358422,Korean EDI,"Medical care mild ADL 6-12, doctor 2· nursing 6 grade; 의료경도 ADL 6-12, 의사2·간호6등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6207,42358430,Korean EDI,"Medical care mild ADL 6-12, doctor 2· nursing 7 grade; 의료경도 ADL 6-12, 의사2·간호7등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6208,42358441,Korean EDI,"Medical care mild ADL 6-12, doctor 2· nursing 8 grade; 의료경도 ADL 6-12, 의사2·간호8등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6210,42358312,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 5 grade; 의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6211,42358296,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 1 grade; 의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호1등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6212,42358299,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 2 grade; 의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호2등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6213,42363603,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 3 grade; 의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호3등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6214,42358310,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 4 grade; 의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호4등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6216,42364338,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 6 grade; 의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호6등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6217,42358329,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 7 grade; 의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호7등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6218,42358338,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist less than 50%)· nursing 8 grade; 의료경도 ADL 6-12, 의사1(전문의수50%미만)·간호8등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6230,42358468,Korean EDI,"Medical care mild ADL 6-12, doctor 3· nursing 5 grade; 의료경도 ADL 6-12, 의사3·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6231,42358451,Korean EDI,"Medical care mild ADL 6-12, doctor 3· nursing 1 grade; 의료경도 ADL 6-12, 의사3·간호1등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6232,42358454,Korean EDI,"Medical care mild ADL 6-12, doctor 3· nursing 2 grade; 의료경도 ADL 6-12, 의사3·간호2등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6233,42338995,Korean EDI,"Medical care mild ADL 6-12, doctor 3· nursing 3 grade; 의료경도 ADL 6-12, 의사3·간호3등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6234,42363770,Korean EDI,"Medical care mild ADL 6-12, doctor 3· nursing 4 grade; 의료경도 ADL 6-12, 의사3·간호4등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6236,42364618,Korean EDI,"Medical care mild ADL 6-12, doctor 3· nursing 6 grade; 의료경도 ADL 6-12, 의사3·간호6등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6237,42358484,Korean EDI,"Medical care mild ADL 6-12, doctor 3· nursing 7 grade; 의료경도 ADL 6-12, 의사3·간호7등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6238,42358492,Korean EDI,"Medical care mild ADL 6-12, doctor 3· nursing 8 grade; 의료경도 ADL 6-12, 의사3·간호8등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6240,42358519,Korean EDI,"Medical care mild ADL 6-12, doctor 4· nursing 5 grade; 의료경도 ADL 6-12, 의사4·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6241,42358498,Korean EDI,"Medical care mild ADL 6-12, doctor 4· nursing 1 grade; 의료경도 ADL 6-12, 의사4·간호1등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6242,42358506,Korean EDI,"Medical care mild ADL 6-12, doctor 4· nursing 2 grade; 의료경도 ADL 6-12, 의사4·간호2등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6243,42358507,Korean EDI,"Medical care mild ADL 6-12, doctor 4· nursing 3 grade; 의료경도 ADL 6-12, 의사4·간호3등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6244,42358515,Korean EDI,"Medical care mild ADL 6-12, doctor 4· nursing 4 grade; 의료경도 ADL 6-12, 의사4·간호4등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6246,42358526,Korean EDI,"Medical care mild ADL 6-12, doctor 4· nursing 6 grade; 의료경도 ADL 6-12, 의사4·간호6등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6247,42358535,Korean EDI,"Medical care mild ADL 6-12, doctor 4· nursing 7 grade; 의료경도 ADL 6-12, 의사4·간호7등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6248,42364213,Korean EDI,"Medical care mild ADL 6-12, doctor 4· nursing 8 grade; 의료경도 ADL 6-12, 의사4·간호8등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6250,42358572,Korean EDI,"Medical care mild ADL 6-12, doctor 5· nursing 5 grade; 의료경도 ADL 6-12, 의사5·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6251,42358555,Korean EDI,"Medical care mild ADL 6-12, doctor 5· nursing 1 grade; 의료경도 ADL 6-12, 의사5·간호1등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6252,42358560,Korean EDI,"Medical care mild ADL 6-12, doctor 5· nursing 2 grade; 의료경도 ADL 6-12, 의사5·간호2등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6253,42339501,Korean EDI,"Medical care mild ADL 6-12, doctor 5· nursing 3 grade; 의료경도 ADL 6-12, 의사5·간호3등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6254,42358567,Korean EDI,"Medical care mild ADL 6-12, doctor 5· nursing 4 grade; 의료경도 ADL 6-12, 의사5·간호4등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6256,42358578,Korean EDI,"Medical care mild ADL 6-12, doctor 5· nursing 6 grade; 의료경도 ADL 6-12, 의사5·간호6등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6257,42358585,Korean EDI,"Medical care mild ADL 6-12, doctor 5· nursing 7 grade; 의료경도 ADL 6-12, 의사5·간호7등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6258,42361756,Korean EDI,"Medical care mild ADL 6-12, doctor 5· nursing 8 grade; 의료경도 ADL 6-12, 의사5·간호8등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6290,42358364,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 5 grade; 의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호5등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6291,42358346,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 1 grade; 의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호1등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6292,42358355,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 2 grade; 의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호2등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6293,42358356,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 3 grade; 의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호3등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6294,42358357,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 4 grade; 의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호4등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6296,42358366,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 6 grade; 의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호6등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6297,42358376,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 7 grade; 의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호7등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6298,42358385,Korean EDI,"Medical care mild ADL 6-12, doctor 1 (number of specialist 50% or more)· nursing 8 grade; 의료경도 ADL 6-12, 의사1(전문의수50%이상)·간호8등급",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6500,42358105,Korean EDI,"Medical care mild ADL 13-20, doctor 2· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 의료경도 ADL 13-20, 의사2·간호1-5등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6506,42366163,Korean EDI,"Medical care mild ADL 13-20, doctor 2· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 의료경도 ADL 13-20, 의사2·간호6등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6507,42358148,Korean EDI,"Medical care mild ADL 13-20, doctor 2· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 의료경도 ADL 13-20, 의사2·간호7등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6510,42358000,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호1-5등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6516,42358032,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호6등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6517,42358044,Korean EDI,"Medical care mild ADL 13-20, doctor 1 (number of specialist less than 50%)· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 의료경도 ADL 13-20, 의사1(전문의수50%미만)·간호7등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6530,42358157,Korean EDI,"Medical care mild ADL 13-20, doctor 3· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 의료경도 ADL 13-20, 의사3·간호1-5등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6536,42358171,Korean EDI,"Medical care mild ADL 13-20, doctor 3· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 의료경도 ADL 13-20, 의사3·간호6등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6537,42357201,Korean EDI,"Medical care mild ADL 13-20, doctor 3· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 의료경도 ADL 13-20, 의사3·간호7등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6540,42358192,Korean EDI,"Medical care mild ADL 13-20, doctor 4· nursing 1-5 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 의료경도 ADL 13-20, 의사4·간호1-5등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6546,42358227,Korean EDI,"Medical care mild ADL 13-20, doctor 4· nursing 6 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 의료경도 ADL 13-20, 의사4·간호6등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
A6547,42358231,Korean EDI,"Medical care mild ADL 13-20, doctor 4· nursing 7 grade, Ratio of number of patient vs number of nurse 18: 1 Excess; 의료경도 ADL 13-20, 의사4·간호7등급 환자수대간호사수비18:1초과",4154551,SNOMED,1970-01-01,2099-12-31,NA
