"SOURCE_CODE","SOURCE_CONCEPT_ID","SOURCE_VOCABULARY_ID","SOURCE_CODE_DESCRIPTION","TARGET_CONCEPT_ID","TARGET_VOCABULARY_ID","VALID_START_DATE","VALID_END_DATE","INVALID_REASON"
"D0011",42357272,"EDI","Platelet distribution width [Ratio] in Blood; 백혈구백분율(혈액)-[관찰판정-현미경], NA",3039417,"LOINC",1970-01-01,2099-12-31,NA
"D0011",42357272,"EDI","Polymorphonuclear cells/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[관찰판정-현미경], NA",3024557,"LOINC",1970-01-01,2099-12-31,NA
"D0011",42357272,"EDI","Promyelocytes %; 백혈구백분율(혈액)-[관찰판정-현미경], NA",3021440,"LOINC",1970-01-01,2099-12-31,NA
"D0011",42357272,"EDI","Promyelocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[관찰판정-현미경], NA",3011587,"LOINC",1970-01-01,2099-12-31,NA
"D0011",42357272,"EDI","Segmented neutrophils/100 leukocytes in Blood; 백혈구백분율(혈액)-[관찰판정-현미경], NA",3017354,"LOINC",1970-01-01,2099-12-31,NA
"D0011",42357272,"EDI","Variant lymphocytes/100 leukocytes in Blood; 백혈구백분율(혈액)-[관찰판정-현미경], NA",3013498,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Abnormal lymphocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3000518,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Band form neutrophils [#/volume] in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3008939,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Band form neutrophils [#/volume] in Blood; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3018199,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Band form neutrophils/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3007591,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Bands %; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3004809,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Basophil count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",4172647,"SNOMED",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Basophils %; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3022096,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Basophils [#/volume] in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3027651,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Basophils/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3009797,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Blasts %; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3025159,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Blasts/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3023643,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Eosinophil count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",4216098,"SNOMED",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Eosinophils %; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3006504,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Eosinophils/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3015956,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Immature granulocytes [#/volume] in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3041084,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Immature granulocytes/100 leukocytes in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",42869452,"LOINC",2012-05-08,2099-12-31,NA
"D0012",42357284,"EDI","Immature granulocytes/100 leukocytes in Blood; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3050479,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Lymphocytes %; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3002030,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Lymphocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3038058,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Metamyelocytes %; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3002179,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Metamyelocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3000666,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Monocytes %; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3019069,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Monocytes [#/volume] in Blood; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3001604,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Monocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3022407,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Myelocytes %; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3017181,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Myelocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3018229,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Neutrophils %; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3018010,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Neutrophils.hypersegmented/100 leukocytes in Blood; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3009864,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Nucleated erythrocytes [#/volume] in Blood; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3001490,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",40761514,"LOINC",2010-01-14,2099-12-31,NA
"D0012",42357284,"EDI","Plasma cells/100 leukocytes in Blood; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3018718,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Polymorphonuclear cells/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3024557,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Promyelocytes %; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3021440,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Promyelocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3011587,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Segmented neutrophils/100 leukocytes in Blood; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3017354,"LOINC",1970-01-01,2099-12-31,NA
"D0012",42357284,"EDI","Variant lymphocytes/100 leukocytes in Blood; 백혈구백분율(혈액)-[혈구세포-현미경](Buffy Coat Smear), NA",3013498,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Abnormal lymphocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3000518,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Band form neutrophils [#/volume] in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3008939,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Band form neutrophils [#/volume] in Blood; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3018199,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Band form neutrophils/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3007591,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Bands %; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3004809,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Basophil count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",4172647,"SNOMED",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Basophils %; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3022096,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Basophils [#/volume] in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3013429,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Basophils [#/volume] in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3027651,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Basophils/100 leukocytes in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3013869,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Basophils/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3009797,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Blasts %; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3025159,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Blasts/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3023643,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Eosinophil count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",4216098,"SNOMED",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Eosinophils %; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3006504,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Eosinophils [#/volume] in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3028615,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Eosinophils/100 leukocytes in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3010457,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Eosinophils/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3015956,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Granulocytes/100 leukocytes in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3011185,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Immature granulocytes [#/volume] in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3041084,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Immature granulocytes/100 leukocytes in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",42869452,"LOINC",2012-05-08,2099-12-31,NA
"D0013",42357278,"EDI","Immature granulocytes/100 leukocytes in Blood; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3050479,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Lymphocytes %; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3002030,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Lymphocytes [#/volume] in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3004327,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Lymphocytes/100 leukocytes in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3037511,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Lymphocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3038058,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Metamyelocytes %; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3002179,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Metamyelocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3000666,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Monocytes %; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3019069,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Monocytes [#/volume] in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3033575,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Monocytes [#/volume] in Blood; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3001604,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Monocytes/100 leukocytes in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3011948,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Monocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3022407,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Myelocytes %; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3017181,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Myelocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3018229,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Neutrophils %; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3018010,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Neutrophils [#/volume] in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3013650,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Neutrophils.hypersegmented/100 leukocytes in Blood; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3009864,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Neutrophils/100 leukocytes in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3008342,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Nucleated erythrocytes [#/volume] in Blood; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3001490,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",40761514,"LOINC",2010-01-14,2099-12-31,NA
"D0013",42357278,"EDI","Plasma cells/100 leukocytes in Blood; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3018718,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Polymorphonuclear cells/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3024557,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Promyelocytes %; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3021440,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Promyelocytes/100 leukocytes in Blood by Manual count; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3011587,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Segmented neutrophils/100 leukocytes in Blood; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3017354,"LOINC",1970-01-01,2099-12-31,NA
"D0013",42357278,"EDI","Variant lymphocytes/100 leukocytes in Blood; 백혈구백분율(혈액)-[혈구세포-장비측정], NA",3013498,"LOINC",1970-01-01,2099-12-31,NA
"D0021",42362328,"EDI","Eosinophil count; 호산구수(혈액)-[관찰판정-현미경], NA",4216098,"SNOMED",1970-01-01,2099-12-31,NA
"D0021",42362328,"EDI","Eosinophils [#/volume] in Blood by Manual count; 호산구수(혈액)-[관찰판정-현미경], NA",3009932,"LOINC",1970-01-01,2099-12-31,NA
"D0022",42364492,"EDI","Eosinophil count; 호산구수(혈액)-[혈구세포-장비측정], NA",4216098,"SNOMED",1970-01-01,2099-12-31,NA
"D0022",42364492,"EDI","Eosinophils [#/volume] in Blood by Automated count; 호산구수(혈액)-[혈구세포-장비측정], NA",3028615,"LOINC",1970-01-01,2099-12-31,NA
"D0022",42364492,"EDI","Eosinophils [#/volume] in Blood by Manual count; 호산구수(혈액)-[혈구세포-장비측정], NA",3009932,"LOINC",1970-01-01,2099-12-31,NA
"D0100010",42361915,"EDI","Erythrocyte sedimentation rate by Westergren method; 적혈구침강속도[관찰판정-육안·장비측정]_Infrared Ray법, Spin법 등을 이용한 신속검사법, NA",3013707,"LOINC",1970-01-01,2099-12-31,NA
"D0100010",42361915,"EDI","Erythrocyte sedimentation rate measurement; 적혈구침강속도[관찰판정-육안·장비측정]_Infrared Ray법, Spin법 등을 이용한 신속검사법, NA",4212065,"SNOMED",1970-01-01,2099-12-31,NA
"D0100010",42361915,"EDI","Erythrocyte sedimentation rate; 적혈구침강속도[관찰판정-육안·장비측정]_Infrared Ray법, Spin법 등을 이용한 신속검사법, NA",3015183,"LOINC",1970-01-01,2099-12-31,NA
"D0100020",42360850,"EDI","Erythrocyte sedimentation rate by Westergren method; 적혈구침강속도[관찰판정-육안·장비측정] -Westergren, Wintrobe Tube 등을 이용한 육안검사법, NA",3013707,"LOINC",1970-01-01,2099-12-31,NA
"D0100020",42360850,"EDI","Erythrocyte sedimentation rate measurement; 적혈구침강속도[관찰판정-육안·장비측정] -Westergren, Wintrobe Tube 등을 이용한 육안검사법, NA",4212065,"SNOMED",1970-01-01,2099-12-31,NA
"D0100020",42360850,"EDI","Erythrocyte sedimentation rate; 적혈구침강속도[관찰판정-육안·장비측정] -Westergren, Wintrobe Tube 등을 이용한 육안검사법, NA",3015183,"LOINC",1970-01-01,2099-12-31,NA
"D0111",42357700,"EDI","C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method; C-반응성단백-[일반면역검사](정성), NA",3010156,"LOINC",1970-01-01,2099-12-31,NA
"D0111",42357700,"EDI","C reactive protein [Mass/volume] in Serum or Plasma; C-반응성단백-[일반면역검사](정성), NA",3020460,"LOINC",1970-01-01,2099-12-31,NA
"D0111",42357700,"EDI","C-reactive protein measurement; C-반응성단백-[일반면역검사](정성), NA",4208414,"SNOMED",1970-01-01,2099-12-31,NA
"D0112",42357695,"EDI","C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method; C-반응성단백-[일반면역검사]-반정량(역가), NA",3010156,"LOINC",1970-01-01,2099-12-31,NA
"D0112",42357695,"EDI","C reactive protein [Mass/volume] in Serum or Plasma; C-반응성단백-[일반면역검사]-반정량(역가), NA",3020460,"LOINC",1970-01-01,2099-12-31,NA
"D0112",42357695,"EDI","C-reactive protein measurement; C-반응성단백-[일반면역검사]-반정량(역가), NA",4208414,"SNOMED",1970-01-01,2099-12-31,NA
"D0113",42326584,"EDI","C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method; C-반응성단백-[정밀면역검사](정량), NA",3010156,"LOINC",1970-01-01,2099-12-31,NA
"D0113",42326584,"EDI","C reactive protein [Mass/volume] in Serum or Plasma; C-반응성단백-[정밀면역검사](정량), NA",3020460,"LOINC",1970-01-01,2099-12-31,NA
"D0113",42326584,"EDI","C-reactive protein measurement; C-반응성단백-[정밀면역검사](정량), NA",4208414,"SNOMED",1970-01-01,2099-12-31,NA
"D0114",42330298,"EDI","C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method; C-반응성단백-[화학반응-장비측정(간이검사)], NA",3010156,"LOINC",1970-01-01,2099-12-31,NA
"D0114",42330298,"EDI","C reactive protein [Mass/volume] in Serum or Plasma; C-반응성단백-[화학반응-장비측정(간이검사)], NA",3020460,"LOINC",1970-01-01,2099-12-31,NA
"D0114",42330298,"EDI","C-reactive protein measurement; C-반응성단백-[화학반응-장비측정(간이검사)], NA",4208414,"SNOMED",1970-01-01,2099-12-31,NA
"D0131",42358591,"EDI","Calprotectin [Mass/mass] in Stool; 분변 칼프로텍틴-[일반면역검사]정성-간이검사, NA",3048689,"LOINC",1970-01-01,2099-12-31,NA
"D0132",42360682,"EDI","Calprotectin [Mass/mass] in Stool; 분변 칼프로텍틴-[일반면역검사]정량-간이검사, NA",3048689,"LOINC",1970-01-01,2099-12-31,NA
"D0133",42363914,"EDI","Calprotectin [Mass/mass] in Stool; 분변 칼프로텍틴-[정밀면역검사](정량), NA",3048689,"LOINC",1970-01-01,2099-12-31,NA
"D0140",42234971,"EDI","Procalcitonin [Mass/volume] in Serum or Plasma; 프로칼시토닌-[일반면역검사]-정량, NA",3046279,"LOINC",2003-04-23,2099-12-31,NA
"D0141",42363968,"EDI","Procalcitonin [Mass/volume] in Serum or Plasma; 프로칼시토닌-[일반면역검사]-반정량, NA",3046279,"LOINC",2003-04-23,2099-12-31,NA
"D0142",42362540,"EDI","Procalcitonin [Mass/volume] in Serum or Plasma; 프로칼시토닌-[정밀면역검사](정량), NA",3046279,"LOINC",2003-04-23,2099-12-31,NA
"D0301016",42346931,"EDI","Size [Entitic volume] of Stone; 결석-결석분석_물리적분석, 진단검사의학과전문의 등 판독",3014188,"LOINC",1970-01-01,2099-12-31,NA
"D0301016",42346931,"EDI","Weight of Stone; 결석-결석분석_물리적분석, 진단검사의학과전문의 등 판독",3007527,"LOINC",1970-01-01,2099-12-31,NA
"D0325",42364102,"EDI","Eosinophils/100 leukocytes in Body fluid by Manual count; 체액-호산구수(혈액 외), NA",3022231,"LOINC",1970-01-01,2099-12-31,NA
"D0325",42364102,"EDI","Eosinophils/100 leukocytes in Body fluid; 체액-호산구수(혈액 외), NA",3021453,"LOINC",1970-01-01,2099-12-31,NA
"D0325",42364102,"EDI","Eosinophils/100 leukocytes in Cerebral spinal fluid by Manual count; 체액-호산구수(혈액 외), NA",3018948,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Basophils/100 leukocytes in Body fluid by Manual count; 체액-백혈구백분율(혈액 외), NA",3008839,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Eosinophils/100 leukocytes in Body fluid by Manual count; 체액-백혈구백분율(혈액 외), NA",3022231,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Eosinophils/100 leukocytes in Body fluid; 체액-백혈구백분율(혈액 외), NA",3021453,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Eosinophils/100 leukocytes in Cerebral spinal fluid by Manual count; 체액-백혈구백분율(혈액 외), NA",3018948,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Eosinophils/100 leukocytes in Urine sediment by Manual count; 체액-백혈구백분율(혈액 외), NA",3024408,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Leukocytes [#/volume] in Body fluid; 체액-백혈구백분율(혈액 외), NA",3022174,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Leukocytes [#/volume] in Cerebral spinal fluid; 체액-백혈구백분율(혈액 외), NA",3016543,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Lymphocytes/100 leukocytes in Body fluid by Manual count; 체액-백혈구백분율(혈액 외), NA",3003540,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Lymphocytes/100 leukocytes in Body fluid; 체액-백혈구백분율(혈액 외), NA",3028079,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Lymphocytes/100 leukocytes in Cerebral spinal fluid by Manual count; 체액-백혈구백분율(혈액 외), NA",3036663,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Lymphocytes/100 leukocytes in Synovial fluid; 체액-백혈구백분율(혈액 외), NA",3003329,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Macrophages/100 leukocytes in Body fluid by Manual count; 체액-백혈구백분율(혈액 외), NA",3005087,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Mesothelial cells/100 leukocytes in Body fluid by Manual count; 체액-백혈구백분율(혈액 외), NA",3000598,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Monocytes/100 leukocytes in Body fluid by Manual count; 체액-백혈구백분율(혈액 외), NA",3004411,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Monocytes/100 leukocytes in Body fluid; 체액-백혈구백분율(혈액 외), NA",3038104,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Monocytes/100 leukocytes in Cerebral spinal fluid by Manual count; 체액-백혈구백분율(혈액 외), NA",3037194,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Monocytes+Macrophages/100 leukocytes in Body fluid by Manual count; 체액-백혈구백분율(혈액 외), NA",3027180,"LOINC",1970-01-01,2099-12-31,NA
"D0326",42357737,"EDI","Neutrophils/100 leukocytes in Body fluid; 체액-백혈구백분율(혈액 외), NA",3014502,"LOINC",1970-01-01,2099-12-31,NA
"D0327",42357755,"EDI","Albumin [Mass/volume] in Cerebral spinal fluid; 체액-체액일반검사(뇌척수액, 복수, 늑막액, 관절액등) [색조, 비중, 세포수, 세포감별계산, 산도], NA",3024474,"LOINC",1970-01-01,2099-12-31,NA
"D0327",42357755,"EDI","Basophils/100 leukocytes in Body fluid by Manual count; 체액-체액일반검사(뇌척수액, 복수, 늑막액, 관절액등) [색조, 비중, 세포수, 세포감별계산, 산도], NA",3008839,"LOINC",1970-01-01,2099-12-31,NA
"D0327",42357755,"EDI","Eosinophils/100 leukocytes in Body fluid by Manual count; 체액-체액일반검사(뇌척수액, 복수, 늑막액, 관절액등) [색조, 비중, 세포수, 세포감별계산, 산도], NA",3022231,"LOINC",1970-01-01,2099-12-31,NA
"D0327",42357755,"EDI","Eosinophils/100 leukocytes in Body fluid; 체액-체액일반검사(뇌척수액, 복수, 늑막액, 관절액등) [색조, 비중, 세포수, 세포감별계산, 산도], NA",3021453,"LOINC",1970-01-01,2099-12-31,NA
"D0327",42357755,"EDI","Eosinophils/100 leukocytes in Cerebral spinal fluid by Manual count; 체액-체액일반검사(뇌척수액, 복수, 늑막액, 관절액등) [색조, 비중, 세포수, 세포감별계산, 산도], NA",3018948,"LOINC",1970-01-01,2099-12-31,NA
"D0327",42357755,"EDI","Eosinophils/100 leukocytes in Urine sediment by Manual count; 체액-체액일반검사(뇌척수액, 복수, 늑막액, 관절액등) [색조, 비중, 세포수, 세포감별계산, 산도], NA",3024408,"LOINC",1970-01-01,2099-12-31,NA
