EDI_concept_code,제품명_x,규격,대분류군코드,대분류군명,대분류코드,대분류코드명,중분류코드,중분류명,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate
F0018073,ILIAD SPINAL SYSTEM - SCREW SET,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.448040038,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018121,GLOBAL SPINE SCREW SET(WITH LOCKING DEVICE),전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.455446064,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018142,4CIS SOLAR SYSTEM,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.415473223,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018202,CD HORIZON M8(M10) SCREW SET,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.244379342,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0018608,EXPEDIUM SCREW SET,전규격,F,척추재료 군,F0,척추장치용 류,60007,흉요추용 SCREW SET (잠금장치 포함),0.493237257,46273129,"Bone-screw internal spinal fixation system, sterile",SNOMED,Device,S,0,1,Physical Object,711621009,20150731,20991231
F0100372,CAPSTONE,전규격 (길이 : 32/36/40/44MM),F,척추재료 군,F0,척추장치용 류,60029,요추용CAGE (1LEVEL당1개사용),0.40334022,4106975,Spinal cage,SNOMED,Device,S,6,1,Physical Object,257275005,19700101,20991231
F0101001,PEEK CAGE,전규격,F,척추재료 군,F0,척추장치용 류,60030,요추용CAGE (1LEVEL당2개사용),0.512303352,4106975,Spinal cage,SNOMED,Device,S,6,1,Physical Object,257275005,19700101,20991231
F0101017,FIDJI POSTERIOR CAGE,전규격,F,척추재료 군,F0,척추장치용 류,60030,요추용CAGE (1LEVEL당2개사용),0.274002463,4106975,Spinal cage,SNOMED,Device,S,6,1,Physical Object,257275005,19700101,20991231
F0101091,DREAM PLIF CAGE,전규격,F,척추재료 군,F0,척추장치용 류,60030,요추용CAGE (1LEVEL당2개사용),0.519692421,4106975,Spinal cage,SNOMED,Device,S,6,1,Physical Object,257275005,19700101,20991231
F0101368,ANYPLUS PLIF PEEK CAGE,전규격,F,척추재료 군,F0,척추장치용 류,60030,요추용CAGE (1LEVEL당2개사용),0.327876806,4106975,Spinal cage,SNOMED,Device,S,6,1,Physical Object,257275005,19700101,20991231
F0105001,SOLIS,전규격,F,척추재료 군,F0,척추장치용 류,60031,경추용 CAGE,0.511773348,4106975,Spinal cage,SNOMED,Device,S,6,1,Physical Object,257275005,19700101,20991231
F1411229,PCD SYSTEM,전규격,F,척추재료 군,F1,척추시술용 류,61003,주입기KIT,0.384337544,45758898,Orthopedic cement dispenser,SNOMED,Device,S,0,2,Physical Object,463854009,20150131,20991231
G3021013,CORONARY PERFUSION CANNULA,전규격,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73004,CARDIOPLEGIA ANTEGRADE CANNULA,0.723782778,45761660,Cardioplegia cannula,SNOMED,Device,S,0,2,Physical Object,467890001,20150131,20991231
G3022003,AORTIC ROOT CANNULA WITH VENT,전규격,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73005,CARDIOPLEGIA ANTEGRADE CANNULA(W/VENT),0.579681814,45761660,Cardioplegia cannula,SNOMED,Device,S,0,2,Physical Object,467890001,20150131,20991231
G3023001,BUCKBERG RETROPLEGIA WITH TEXTURED BALLOON CANNULA,전규격,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73006,CARDIOPLEGIA RETROGRADE CANNULA,0.431009293,45761660,Cardioplegia cannula,SNOMED,Device,S,0,2,Physical Object,467890001,20150131,20991231
G3041003,DLP FEMORAL ARTERIAL CANNULAE,ARTERY,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73008,심폐수술용 FEMORAL CANNULA(KIT포함),0.59977448,45761485,"Cardiopulmonary bypass cannula, femoral",SNOMED,Device,S,0,1,Physical Object,467629005,20150131,20991231
G4001019,CARDIOPLEGIA DELIVERY SET,전규격,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73009,심정지액주입용 SET(ANTEGRADE),0.554877162,45761368,Cardioplegia solution administration kit,SNOMED,Device,S,0,1,Physical Object,467472006,20150131,20991231
G4011001,CARDIOPLEGIA RMI KIT,,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73010,심정지액주입용 SET(RETROGRADE와 ANTEGRADE겸용),0.530418098,45761368,Cardioplegia solution administration kit,SNOMED,Device,S,0,1,Physical Object,467472006,20150131,20991231
G4201003,MYOTHERM XP,,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73013,혈액성심정지액주입용 SET,0.309040159,45767395,"Cardiopulmonary bypass system filter, blood/cardioplegia solution",SNOMED,Device,S,0,1,Physical Object,704792009,20150131,20991231
G4201008,BLOOD CARDIOPLEGIA SOLUTION DELIVERY SET,전규격,G,흉부외과용 군,G3,개심술용 CANNULA & 심정지액 주입용 류,73013,혈액성심정지액주입용 SET,0.491205722,45767395,"Cardiopulmonary bypass system filter, blood/cardioplegia solution",SNOMED,Device,S,0,1,Physical Object,704792009,20150131,20991231
G5101018,CUSTOM TUBING PACK,전규격,G,흉부외과용 군,G5,OXYGENATOR & TUBING PACK & PUMP(OFF-PUMP포함)류,75002,TUBING PACK,0.584370792,45761759,Cardiopulmonary bypass system tubing set,SNOMED,Device,S,0,1,Physical Object,468033000,20150131,20991231
G5101032,EXTRACORPOREAL CUSTOM TUBING PACK,전규격,G,흉부외과용 군,G5,OXYGENATOR & TUBING PACK & PUMP(OFF-PUMP포함)류,75002,TUBING PACK,0.453514189,45761759,Cardiopulmonary bypass system tubing set,SNOMED,Device,S,0,1,Physical Object,468033000,20150131,20991231
G6015023,PERIVAC KIT,전규격,G,흉부외과용 군,G6,흉부외과용 선택품목 류,76008,심낭천자를 통한 지속적배액용,0.499410868,45758151,Pericardium drainage catheter,SNOMED,Device,S,0,2,Physical Object,462698001,20150131,20991231
H0012002,DURAFORM DURAL GRAFT IMPLANT,2.5CM X 7.5CM,H,신경외과용 군,H0,생체ㆍ합성 뇌막 류,80002,생체 흡수성 (10~50㎠미만),0.488180876,4104097,Dural substitute,SNOMED,Device,S,0,1,Substance,256638000,19700101,20991231
H0013003,SURGISIS BIODESIGN DURAL GRAFT,7CM X 10CM,H,신경외과용 군,H0,생체ㆍ합성 뇌막 류,80003,생체 흡수성 (50~90㎠미만),0.384921044,4104097,Dural substitute,SNOMED,Device,S,0,1,Substance,256638000,19700101,20991231
H1302001,ANEURYSM CLIP YASARGIL,STANDARD,H,신경외과용 군,H1,뇌혈관용 클립 류,81001,뇌동맥류클립(일반클립),0.637791634,45761998,Aneurysm clip,SNOMED,Device,S,0,1,Physical Object,468403003,20150131,20991231
H2031002,SHUNT OMMAYA CSF RESERVOIR,전규격,H,신경외과용 군,H2,뇌척수액 배액용 재료 류,82013,V-P SHUNT RESERVOIR,0.708672166,4038676,Ventricular reservoir,SNOMED,Device,S,3,2,Physical Object,118425005,19700101,20991231
H2301003,PROGRAMMABLE VALVE SYSTEM,STRAIGHT CONNECTOR,H,신경외과용 군,H2,뇌척수액 배액용 재료 류,82011,V-P SHUNT CONNECTOR(STRAIGHT),0.607717097,45761504,Cerebrospinal fluid shunt connector,SNOMED,Device,S,0,2,Physical Object,467662002,20150131,20991231
H2601005,EVD VENTRICULAR CATHETER,W/O STYLET,H,신경외과용 군,H2,뇌척수액 배액용 재료 류,82020,EVD용 CATHETER(SINGLE),0.464694828,4234117,Ventricular intracranial catheter,SNOMED,Device,S,0,1,Physical Object,9017009,19700101,20991231
H2602006,EXTRA VENTRICULAR DRAINAGE CATHETER(SINGLE LUMEN),W/ STYLET,H,신경외과용 군,H2,뇌척수액 배액용 재료 류,82020,EVD용 CATHETER(SINGLE),0.510080457,4234117,Ventricular intracranial catheter,SNOMED,Device,S,0,1,Physical Object,9017009,19700101,20991231
H2602014,EVD CATHETER,W/STYLET,H,신경외과용 군,H2,뇌척수액 배액용 재료 류,82020,EVD용 CATHETER(SINGLE),0.43933323,4234117,Ventricular intracranial catheter,SNOMED,Device,S,0,1,Physical Object,9017009,19700101,20991231
H2605014,EVD CIRCUIT & DRAINAGE BAG,일체형,H,신경외과용 군,H3,신경자극기 류,82024,EVD용 CIRCUIT&BAG,0.422795951,37396766,Ventricular cerebrospinal fluid catheter/external drainage kit,SNOMED,Device,S,0,2,Physical Object,716690000,20160731,20991231
H2605016,DRAINAGE CIRCUIT & BAG,402-B(일체형),H,신경외과용 군,H3,신경자극기 류,82024,EVD용 CIRCUIT&BAG,0.494126737,37396766,Ventricular cerebrospinal fluid catheter/external drainage kit,SNOMED,Device,S,0,2,Physical Object,716690000,20160731,20991231
H3002002,CRANIOFIX,16 MM,C,골유합 및 골고정용 군,C7,"두개,악안면 PLATE 류",37069,단추형 두개골고정용,0.506228745,45761758,Cranial bone flap fixation clamp,SNOMED,Device,S,0,2,Physical Object,468031003,20150131,20991231
H3017001,MICRO SCREW FOR NS,전규격,C,골유합 및 골고정용 군,C8,"두개,악안면 SCREW 류",38003,MICRO SCREW,0.371613204,45773261,"Craniofacial bone screw, non-bioabsorbable",SNOMED,Device,S,1,1,Physical Object,701005009,20150131,20991231
H3017002,MID SCREW FOR NS,전규격,C,골유합 및 골고정용 군,C8,"두개,악안면 SCREW 류",38003,MICRO SCREW,0.381251395,45773261,"Craniofacial bone screw, non-bioabsorbable",SNOMED,Device,S,1,1,Physical Object,701005009,20150131,20991231
H3019001,SELF-DRILLING SCREW,전규격,C,골유합 및 골고정용 군,C8,"두개,악안면 SCREW 류",38003,MICRO SCREW,0.448752671,45773261,"Craniofacial bone screw, non-bioabsorbable",SNOMED,Device,S,1,1,Physical Object,701005009,20150131,20991231
H3040019,NEURO SCREW,전규격,C,골유합 및 골고정용 군,C8,"두개,악안면 SCREW 류",38003,MICRO SCREW,0.656767249,45773261,"Craniofacial bone screw, non-bioabsorbable",SNOMED,Device,S,1,1,Physical Object,701005009,20150131,20991231
H4501003,INVOS CEREBRAL OXIMETER SENSOR,전규격,H,신경외과용 군,H4,뇌신경생리 측정 류,84040,비침습적 대뇌피질 산소포화도 감시용,0.783008397,45761274,Cerebral oximeter sensor,SNOMED,Device,S,0,1,Physical Object,467326008,20150131,20991231
I0201001,LACRIMAL INTUBATION SET,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90009,누관스텐트삽입술용 재료,1,45772027,Lacrimal intubation set,SNOMED,Device,S,0,2,Physical Object,470283003,20150131,20991231
I0201011,CANALICULUS INTUBATION SET,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90009,누관스텐트삽입술용 재료,0.616297364,45772027,Lacrimal intubation set,SNOMED,Device,S,0,2,Physical Object,470283003,20150131,20991231
I0201024,"누액,누도 실리콘 튜브",전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90009,누관스텐트삽입술용 재료,0,45772027,Lacrimal intubation set,SNOMED,Device,S,0,2,Physical Object,470283003,20150131,20991231
I0303014,BIO PLUG,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90012,누점폐쇄술용 치료용 재료(TEMPORARY),0.684225798,4216285,Punctal plug,SNOMED,Device,S,2,2,Physical Object,415217009,19700101,20991231
I0303052,ABS PLUG,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90012,누점폐쇄술용 치료용 재료(TEMPORARY),0.700624049,4216285,Punctal plug,SNOMED,Device,S,2,2,Physical Object,415217009,19700101,20991231
I0303065,BL PLUG,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90012,누점폐쇄술용 치료용 재료(TEMPORARY),0.742033362,4216285,Punctal plug,SNOMED,Device,S,2,2,Physical Object,415217009,19700101,20991231
I0303105,DISSOLVABLE VISIPLUG LACRIMAL PLUG,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90012,누점폐쇄술용 치료용 재료(TEMPORARY),0.440496475,4216285,Punctal plug,SNOMED,Device,S,2,2,Physical Object,415217009,19700101,20991231
I0601006,AHMED GLAUCOMA VALVE IMPLANT FLEXIBLE PLATE,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90018,녹내장수술용(VALVE형),0.539941788,4252040,Valved ophthalmic drainage device,SNOMED,Device,S,2,1,Physical Object,410443005,19700101,20991231
I0711201,ARCALINE,5CC,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90025,망막수술용 고비중물질(5CC),0.263288885,45760370,"Retinal tamponade medium, intraoperative",SNOMED,Device,S,0,1,Physical Object,466064008,20150131,20991231
I0712009,LASER PROBE,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90027,안구내삽관레이저 광응고술용,1,46273951,Ophthalmic laser probe,SNOMED,Device,S,0,1,Physical Object,711301000,20150731,20991231
I0712146,ENDO LASER PROBE,전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90027,안구내삽관레이저 광응고술용,0.73702997,46273951,Ophthalmic laser probe,SNOMED,Device,S,0,1,Physical Object,711301000,20150731,20991231
I0712237,"ENDO PROBE (10562,10547)",전규격,I,안ㆍ이비인후과용 군,I0,안과용 재료 류,90027,안구내삽관레이저 광응고술용,0.272671282,46273951,Ophthalmic laser probe,SNOMED,Device,S,0,1,Physical Object,711301000,20150731,20991231
I1101103,C-FLEX,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91002,연성 인공수정체,0.469071835,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1101109,"ACRYSOF(SA30AL,SA60AT)",전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91002,연성 인공수정체,0.138328016,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1101203,SUPER-FLEX,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91002,연성 인공수정체,0.4420968,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1101235,CT SPHERIS 204/209M,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91002,연성 인공수정체,0.121316746,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1101309,ACRYSOF NATURAL SN60AT,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91002,연성 인공수정체,0.127933025,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1101318,SENSAR ONE-PIECE ACRYLIC POSTERIOR CHAMBER INTRAOCULAR LENS,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91002,연성 인공수정체,0.695614576,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1101417,I-FLEX,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91002,연성 인공수정체,0.543724656,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1101616,HOYA AF-1(UY) INTRAOCULAR LENS,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91002,연성 인공수정체,0.473790497,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1101712,AKREOS ADAPT,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91002,연성 인공수정체,0.440075934,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201003,RAYNER ASPHERIC LENS,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.411662757,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201009,ACRYSOF ASPHERIC NATURAL IQ,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.244297877,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201012,BAUSCH & LOMB AKREOS ADAPT AO,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.457445651,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201016,HOYA-PS AF-1(UV) INTRAOCULAR LENS PC-60AD,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.32119891,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201017,SAL 302A,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.266849726,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201039,TECNIS MONOFOCAL INTRAOCULAR LENS ZA9003,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.470513046,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201043,TEKLENS Ⅱ MODEL 872,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.258731246,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201112,SOFPORT AO,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.265788019,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201117,SAL 302AC,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.26620537,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201143,"TEKLENS Ⅱ MODEL 872Y,820Y",전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.173969328,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201149,"CRISTAL, CLARE",전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.321107596,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201212,BAUSCH & LOMB AKREOS ADAPT AO MI60,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.388615191,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201239,TECNIS 1-PIECE ASPHERIC (ACRYLIC POSTERIOR CHAMBER) IOL,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.399506092,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201412,ENVISTA MX60,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.311145008,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I1201716,HOYA ISERT 250,전규격,I,안ㆍ이비인후과용 군,I1,인공수정체,91003,연성 인공수정체(비구면렌즈),0.315943539,4208975,Intraocular lens implant,SNOMED,Device,S,14,2,Physical Object,313236002,19700101,20991231
I2011003,IVALON,전규격,I,안ㆍ이비인후과용 군,I2,이비인후과용 류,92007,NASAL PACKING 용,0.636301339,4327579,Nasal tampon,SNOMED,Device,S,0,1,Physical Object,430697008,20090131,20991231
I2011020,ABSORBENT NASAL PACKING,전규격,I,안ㆍ이비인후과용 군,I2,이비인후과용 류,92007,NASAL PACKING 용,0.640205026,4327579,Nasal tampon,SNOMED,Device,S,0,1,Physical Object,430697008,20090131,20991231
I2111019,EXTERNAL NASAL SPLINT,전규격,I,안ㆍ이비인후과용 군,I2,이비인후과용 류,92009,코부목류-외부(NASAL SPLINT류-EXTERNAL),1,45764208,External nasal splint,SNOMED,Device,S,0,2,Physical Object,700828004,20150131,20991231
J1002002,CATHETER FIXATION DEVICE,,J,중재적 시술용 군,J1,배액관 고정 류,101004,배액관고정장치,1,40489931,Catheter stabilization device,SNOMED,Device,S,0,1,Physical Object,448439004,20110731,20991231
J1002004,PERCUFIEX CATHETER CUFF KIT,전규격,J,중재적 시술용 군,J1,배액관 고정 류,101004,배액관고정장치,0.467736453,40489931,Catheter stabilization device,SNOMED,Device,S,0,1,Physical Object,448439004,20110731,20991231
J1002005,DRAIN-FIX,전규격,J,중재적 시술용 군,J1,배액관 고정 류,101004,배액관고정장치,0.450790733,40489931,Catheter stabilization device,SNOMED,Device,S,0,1,Physical Object,448439004,20110731,20991231
J1002899,SECUREMENT,전규격,J,중재적 시술용 군,J1,배액관 고정 류,101004,배액관고정장치,0.646978617,40489931,Catheter stabilization device,SNOMED,Device,S,0,1,Physical Object,448439004,20110731,20991231
J1004001,STATLOCK UNIVERSAL PLUS,전규격,J,중재적 시술용 군,J1,배액관 고정 류,101004,배액관고정장치,0.42364195,40489931,Catheter stabilization device,SNOMED,Device,S,0,1,Physical Object,448439004,20110731,20991231
J1006002,SPLUS LOCK(SL-2),전규격,J,중재적 시술용 군,J1,배액관 고정 류,101004,배액관고정장치,0.147086352,40489931,Catheter stabilization device,SNOMED,Device,S,0,1,Physical Object,448439004,20110731,20991231
J2001005,CATHETER PONSKY PULL PERCUTANEOUS ENDOSCOPIC GASTROSTOMY,,J,중재적 시술용 군,J2,"소화기 시술용 류(FEEDING TUBE, EVL KIT, INJECTOR, KNIFE 등)",102013,PEG TUBE,0.37596032,45763425,Gastrostomy tube,SNOMED,Device,S,1,2,Physical Object,470571004,20150131,20991231
J2001202,PERCUTANEOUS ENDOSCOPIC GASTROSTOMY SYSTEM,전규격,J,중재적 시술용 군,J2,"소화기 시술용 류(FEEDING TUBE, EVL KIT, INJECTOR, KNIFE 등)",102013,PEG TUBE,0.566076577,45763425,Gastrostomy tube,SNOMED,Device,S,1,2,Physical Object,470571004,20150131,20991231
J2101002,BALLOON REPLACEMENT GASTROSTOMY TUBE,전규격,J,중재적 시술용 군,J2,"소화기 시술용 류(FEEDING TUBE, EVL KIT, INJECTOR, KNIFE 등)",102015,REPLACEMENT TUBE,0.806765676,45763425,Gastrostomy tube,SNOMED,Device,S,1,2,Physical Object,470571004,20150131,20991231
J2101068,BARD TRI-FUNNEL REPLACEMENT GASTROSTOMY TUBE,전규격,J,중재적 시술용 군,J2,"소화기 시술용 류(FEEDING TUBE, EVL KIT, INJECTOR, KNIFE 등)",102015,REPLACEMENT TUBE,0.523400187,45763425,Gastrostomy tube,SNOMED,Device,S,1,2,Physical Object,470571004,20150131,20991231
J2101100,MIC GASTROSTOMY FEEDING TUBE,전규격,J,중재적 시술용 군,J2,"소화기 시술용 류(FEEDING TUBE, EVL KIT, INJECTOR, KNIFE 등)",102015,REPLACEMENT TUBE,0.699685752,45763425,Gastrostomy tube,SNOMED,Device,S,1,2,Physical Object,470571004,20150131,20991231
J2710101,EZ CLIP,전규격,J,중재적 시술용 군,J2,"소화기 시술용 류(FEEDING TUBE, EVL KIT, INJECTOR, KNIFE 등)",102018,내시경하 지혈용 CLIP(분리형),0.481802702,46273961,Gastrointestinal endotherapy clip,SNOMED,Device,S,4,2,Physical Object,711393006,20150731,20991231
J2711101,EZ CLIP HANDLE,전규격,J,중재적 시술용 군,J2,"소화기 시술용 류(FEEDING TUBE, EVL KIT, INJECTOR, KNIFE 등)",102019,내시경하 지혈용 CLIP FIXING DEVICE,0.378937393,45763243,"Gastrointestinal endotherapy clip applier, reusable",SNOMED,Device,S,0,1,Physical Object,470294004,20150131,20991231
J3033001,GDC(GUGLIELMI DETACHABLE COIL),전규격,J,중재적 시술용 군,J3,색전물질 류,103014,MICRO COIL-DETACHABLE (뇌혈관용) -NON VOLUME EXPANSION,0.263045818,45767450,Neurovascular embolization coil,SNOMED,Device,S,0,1,Physical Object,704864008,20150131,20991231
J3033027,MICROPLEX COMPLEX COIL,전규격,J,중재적 시술용 군,J3,색전물질 류,103014,MICRO COIL-DETACHABLE (뇌혈관용) -NON VOLUME EXPANSION,0.333370358,45767450,Neurovascular embolization coil,SNOMED,Device,S,0,1,Physical Object,704864008,20150131,20991231
J3033164,TARGET DETACHABLE COILS,전규격,J,중재적 시술용 군,J3,색전물질 류,103014,MICRO COIL-DETACHABLE (뇌혈관용) -NON VOLUME EXPANSION,0.444774061,45767450,Neurovascular embolization coil,SNOMED,Device,S,0,1,Physical Object,704864008,20150131,20991231
J3033473,AXIUM DETACHABLE COIL SYSTEM,전규격,J,중재적 시술용 군,J3,색전물질 류,103014,MICRO COIL-DETACHABLE (뇌혈관용) -NON VOLUME EXPANSION,0.412485868,45767450,Neurovascular embolization coil,SNOMED,Device,S,0,1,Physical Object,704864008,20150131,20991231
J3206062,EG-GEL(이지겔),전규격,J,중재적 시술용 군,J3,색전물질 류,103017,흡수성 혈관색전용,0.222032934,45764966,"Embolization particle, bioabsorbable",SNOMED,Device,S,0,1,Physical Object,701771008,20150131,20991231
J3206070,CALI-GEL,전규격,J,중재적 시술용 군,J3,색전물질 류,103017,흡수성 혈관색전용,0.492205471,45764966,"Embolization particle, bioabsorbable",SNOMED,Device,S,0,1,Physical Object,701771008,20150131,20991231
J3206071,칼리겔(CALI-GEL),전규격,J,중재적 시술용 군,J3,색전물질 류,103017,흡수성 혈관색전용,0.394094616,45764966,"Embolization particle, bioabsorbable",SNOMED,Device,S,0,1,Physical Object,701771008,20150131,20991231
J4001001,IMPULSE CATHETER,전규격,J,중재적 시술용 군,J4,CATHETER 류,104033,ANGIOGRAPHY CATHETER,0.564000249,45771910,"Angiographic catheter, single-use",SNOMED,Device,S,0,1,Physical Object,468353005,20150131,20991231
J4001003,RUBY-LINE ANGIOGRAPHIC CATHETER,전규격,J,중재적 시술용 군,J4,CATHETER 류,104033,ANGIOGRAPHY CATHETER,0.517286479,45771910,"Angiographic catheter, single-use",SNOMED,Device,S,0,1,Physical Object,468353005,20150131,20991231
J4001006,SITESEER ANGIOGRAPHY CATHETER,전규격,J,중재적 시술용 군,J4,CATHETER 류,104033,ANGIOGRAPHY CATHETER,0.574536145,45771910,"Angiographic catheter, single-use",SNOMED,Device,S,0,1,Physical Object,468353005,20150131,20991231
J4001061,IMAGERⅡ CATHETER,전규격,J,중재적 시술용 군,J4,CATHETER 류,104033,ANGIOGRAPHY CATHETER,0.7010414,45771910,"Angiographic catheter, single-use",SNOMED,Device,S,0,1,Physical Object,468353005,20150131,20991231
J4001075,ANGIOGRAPHIC CATHETER,전규격,J,중재적 시술용 군,J4,CATHETER 류,104033,ANGIOGRAPHY CATHETER,0.774445951,45771910,"Angiographic catheter, single-use",SNOMED,Device,S,0,1,Physical Object,468353005,20150131,20991231
J4001113,SUPER TORQUE CATHETER,전규격,J,중재적 시술용 군,J4,CATHETER 류,104033,ANGIOGRAPHY CATHETER,0.532117069,45771910,"Angiographic catheter, single-use",SNOMED,Device,S,0,1,Physical Object,468353005,20150131,20991231
