source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date
HE412,42357815,Korean EDI,Myelogram MRI(Limited); 기본자기공명영상진단-척추-척추강-제한적(방사선치료범위및위치결정등),37017030,SNOMED,2016-01-31,2099-12-31
HE413,42363036,Korean EDI,Basic Magnetic Resonance Imaging- spine- lumbosacral spine- thoracic spine simultaneous photographing-Limited (Radiation therapy range and positioning etc.); 기본자기공명영상진단-척추-요천추-흉추와동시촬영-제한적(방사선치료범위및위치결정등),4082839,SNOMED,1970-01-01,2099-12-31
HE414,42360916,Korean EDI,"Basic Magnetic Resonance Imaging- spine- myelogram- cervical, thoracic, lumbosacral spine simultaneous photographing-Limited (Radiation therapy range and positioning etc.); 기본자기공명영상진단-척추-척추강-경추,흉추,요천추와동시촬영-제한적(방사선치료범위및위치결정등)",4082839,SNOMED,1970-01-01,2099-12-31
HE423,42362480,Korean EDI,Lower Extremity MRI(Limited); 기본자기공명영상진단-근골격계-관절외하지-제한적(방사선치료범위및위치결정등),4010415,SNOMED,1970-01-01,2099-12-31
HE424,42357950,Korean EDI,Heart MRI(Limited); 기본자기공명영상진단-흉부-심장-제한적(방사선치료범위및위치결정등),4082987,SNOMED,1970-01-01,2099-12-31
HE425,42358017,Korean EDI,Chest MRI(Limited); 기본자기공명영상진단-흉부-흉부-제한적(방사선치료범위및위치결정등),4246485,SNOMED,1970-01-01,2099-12-31
HE426,42357983,Korean EDI,Breast MRI(Limited); 기본자기공명영상진단-흉부-유방-제한적(방사선치료범위및위치결정등),4082984,SNOMED,1970-01-01,2099-12-31
HE427,42357547,Korean EDI,Abdomen MRI(Limited); 기본자기공명영상진단-복부-복부-제한적(방사선치료범위및위치결정등),4083230,SNOMED,1970-01-01,2099-12-31
HE428,42357482,Korean EDI,Pelvis MRI(Limited); 기본자기공명영상진단-복부-골반-제한적(방사선치료범위및위치결정등),4097527,SNOMED,1970-01-01,2099-12-31
HE429,42357664,Korean EDI,Pancreas MRI(Limited); 기본자기공명영상진단-복부-췌장-제한적(방사선치료범위및위치결정등),4083232,SNOMED,1970-01-01,2099-12-31
HE430,42357580,Korean EDI,Kidney and Adrenal MRI(Limited); 기본자기공명영상진단-복부-신장및부신-제한적(방사선치료범위및위치결정등),4083231,SNOMED,1970-01-01,2099-12-31
HE431,42357605,Korean EDI,Scrotum and Penile MRI(Limited); 기본자기공명영상진단-복부-음낭및음경-제한적(방사선치료범위및위치결정등),4086276,SNOMED,1970-01-01,2099-12-31
HE432,42357454,Korean EDI,Liver MRI(Limited); 기본자기공명영상진단-복부-간-제한적(방사선치료범위및위치결정등),4082709,SNOMED,1970-01-01,2099-12-31
HE433,42357516,Korean EDI,Cholangiogram MRI(Limited); 기본자기공명영상진단-복부-담췌관-제한적(방사선치료범위및위치결정등),4194588,SNOMED,1970-01-01,2099-12-31
HE434,42357633,Korean EDI,Prostate MRI(Limited); 기본자기공명영상진단-복부-전립선-제한적(방사선치료범위및위치결정등),4192638,SNOMED,1970-01-01,2099-12-31
HE509,42364025,Korean EDI,Cervical Spine MRI; 기본자기공명영상진단-척추-경추-3차원,4082840,SNOMED,1970-01-01,2099-12-31
HE510,42365257,Korean EDI,Thoracic Spine MRI; 기본자기공명영상진단-척추-흉추-3차원,4082988,SNOMED,1970-01-01,2099-12-31
HE511,42349317,Korean EDI,Lumbosacral Spine MRI; 기본자기공명영상진단-척추-요천추-3차원,4202579,SNOMED,2009-01-31,2099-12-31
HE512,42357776,Korean EDI,Myelogram MRI; 기본자기공명영상진단-척추-척추강-3차원,37017030,SNOMED,2016-01-31,2099-12-31
HE513,42366135,Korean EDI,Basic Magnetic Resonance Imaging- spine- lumbosacral spine- thoracic spine simultaneous photographing-3D; 기본자기공명영상진단-척추-요천추-흉추와동시촬영-3차원,4082839,SNOMED,1970-01-01,2099-12-31
HE514,42357784,Korean EDI,"Basic Magnetic Resonance Imaging- spine- myelogram- cervical, thoracic, lumbosacral spine simultaneous photographing-3D; 기본자기공명영상진단-척추-척추강-경추,흉추,요천추와동시촬영-3차원",4082839,SNOMED,1970-01-01,2099-12-31
HE522,42357238,Korean EDI,Upper Extremity MRI; 기본자기공명영상진단-근골격계-관절외상지-3차원,4086399,SNOMED,1970-01-01,2099-12-31
HE523,42359290,Korean EDI,Lower Extremity MRI; 기본자기공명영상진단-근골격계-관절외하지-3차원,4010415,SNOMED,1970-01-01,2099-12-31
HE524,42364286,Korean EDI,Heart MRI; 기본자기공명영상진단-흉부-심장-3차원,4082987,SNOMED,1970-01-01,2099-12-31
HE525,42358003,Korean EDI,Chest MRI; 기본자기공명영상진단-흉부-흉부-3차원,4246485,SNOMED,1970-01-01,2099-12-31
HE526,42357970,Korean EDI,Breast MRI; 기본자기공명영상진단-흉부-유방-3차원,4082984,SNOMED,1970-01-01,2099-12-31
HE527,42357534,Korean EDI,Abdomen MRI; 기본자기공명영상진단-복부-복부-3차원,4083230,SNOMED,1970-01-01,2099-12-31
HE528,42365340,Korean EDI,Pelvis MRI; 기본자기공명영상진단-복부-골반-3차원,4097527,SNOMED,1970-01-01,2099-12-31
HE529,42357651,Korean EDI,Pancreas MRI; 기본자기공명영상진단-복부-췌장-3차원,4083232,SNOMED,1970-01-01,2099-12-31
HE530,42357567,Korean EDI,Kidney and Adrenal MRI; 기본자기공명영상진단-복부-신장및부신-3차원,4083231,SNOMED,1970-01-01,2099-12-31
HE531,42324751,Korean EDI,Scrotum and Penile MRI; 기본자기공명영상진단-복부-음낭및음경-3차원,4086276,SNOMED,1970-01-01,2099-12-31
HE532,42357445,Korean EDI,Liver MRI; 기본자기공명영상진단-복부-간-3차원,4082709,SNOMED,1970-01-01,2099-12-31
HE533,42357503,Korean EDI,Cholangiogram MRI; 기본자기공명영상진단-복부-담췌관-3차원,4194588,SNOMED,1970-01-01,2099-12-31
HE534,42357625,Korean EDI,Prostate MRI; 기본자기공명영상진단-복부-전립선-3차원,4192638,SNOMED,1970-01-01,2099-12-31
HE537,42357918,Korean EDI,Thoracic MRA; 기본자기공명영상진단-혈관-흉부혈관-3차원,45765681,SNOMED,2015-01-31,2099-12-31
HE538,42357867,Korean EDI,Abdominal MRA; 기본자기공명영상진단-혈관-복부혈관-3차원,4082990,SNOMED,1970-01-01,2099-12-31
HE539,42357882,Korean EDI,Extremity MRA; 기본자기공명영상진단-혈관-사지혈관-3차원,46271446,SNOMED,2015-07-31,2099-12-31
HF101,42365131,Korean EDI,Diffusion MRI; 특수자기공명영상진단-확산,4260263,SNOMED,2009-01-31,2099-12-31
HF103,42364018,Korean EDI,Spectroscopy; 특수자기공명영상진단-분광영상,4082847,SNOMED,1970-01-01,2099-12-31
HF105,42363269,Korean EDI,Dynamic MRI; 특수자기공명영상진단-Dynamic [기본검사 포함],4013636,SNOMED,1970-01-01,2099-12-31
HF106,42358056,Korean EDI,Dual Contrast MRI; 특수자기공명영상진단-이중조영 [기본검사 포함],4198856,SNOMED,1970-01-01,2099-12-31
HI101,42366117,Korean EDI,Magnetic Resonance Imaging-Brain; 자기공명영상진단-기본검사-뇌-일반-촬영료 등,4105925,SNOMED,1970-01-01,2099-12-31
HI103,42360683,Korean EDI,Magnetic Resonance Imaging-Face; 자기공명영상진단-기본검사-두경부-안면-일반-촬영료 등,4149350,SNOMED,1970-01-01,2099-12-31
HI104,42366268,Korean EDI,Magnetic Resonance Imaging-PNS; 자기공명영상진단-기본검사-두경부-부비동-일반-촬영료 등,4086271,SNOMED,1970-01-01,2099-12-31
HI105,42357682,Korean EDI,Magnetic Resonance Imaging-Orbit; 자기공명영상진단-기본검사-두경부-안와-일반-촬영료 등,4149107,SNOMED,1970-01-01,2099-12-31
HI107,42366006,Korean EDI,Magnetic Resonance Imaging-TM Joint; 자기공명영상진단-기본검사-두경부-측두하악관절-일반-촬영료 등,4212635,SNOMED,1970-01-01,2099-12-31
HI108,42359437,Korean EDI,Magnetic Resonance Imaging-Neck; 자기공명영상진단-기본검사-두경부-경부-일반-촬영료 등,4218948,SNOMED,1970-01-01,2099-12-31
HI135,42364377,Korean EDI,Magnetic Resonance Imaging-Artery or Vein; 자기공명영상진단-기본검사-혈관[동맥 또는 정맥]-뇌혈관-일반-촬영료 등,4082846,SNOMED,1970-01-01,2099-12-31
HI136,42363225,Korean EDI,Magnetic Resonance Imaging-Artery or Vein; 자기공명영상진단-기본검사-혈관[동맥 또는 정맥]-경부혈관-일반-촬영료 등,4084303,SNOMED,1970-01-01,2099-12-31
HI204,42363841,Korean EDI,Magnetic Resonance Imaging-PNS; 자기공명영상진단-기본검사-두경부-부비동-조영제 주입 전·후 촬영 판독-촬영료 등,4199696,SNOMED,2009-01-31,2099-12-31
HI205,42357707,Korean EDI,Magnetic Resonance Imaging-Orbit; 자기공명영상진단-기본검사-두경부-안와-조영제 주입 전·후 촬영 판독-촬영료 등,4161392,SNOMED,2009-01-31,2099-12-31
HI208,42360524,Korean EDI,Magnetic Resonance Imaging-Neck; 자기공명영상진단-기본검사-두경부-경부-조영제 주입 전·후 촬영 판독-촬영료 등,4161634,SNOMED,2009-01-31,2099-12-31
HX301,42364661,Korean EDI,Shunt Evaluation; 뇌실단락검사,4243033,SNOMED,1970-01-01,2099-12-31
HX303,42359200,Korean EDI,Enterogastroesophageal Reflux Study; 장위식도역류검사,4178369,SNOMED,1970-01-01,2099-12-31
HX305,42357757,Korean EDI,Raynaud Scan; 레이노드스캔,4098047,SNOMED,1970-01-01,2099-12-31
HX306,42363404,Korean EDI,Arteriovenous shunt lung perfusion scan; 동정맥단락폐관류스캔,4282144,SNOMED,1970-01-01,2099-12-31
HX307,42363326,Korean EDI,Adrenal Cortical Scan; 부신피질스캔,4162872,SNOMED,1970-01-01,2099-12-31
HY304,42363264,Korean EDI,Gastrointestinal Protein Losing Test; 위장관단백소실검사,4048159,SNOMED,1970-01-01,2099-12-31
HY402,42358156,Korean EDI,Verification and Correction-Portal Film Verification and Correction; 조사면 검교정(필름 검교정),4264890,SNOMED,1970-01-01,2099-12-31
J0041,42361956,Korean EDI,Injection aseptic fee of prepare medicine (per case)- Anticancer drug for injection; 주사제 무균조제료(1건당)-주사용 항암제,4295050,SNOMED,1970-01-01,2099-12-31
J2000,42362794,Korean EDI,Inpatient- prepare medicine · Medication Guide fee (per day); 입원환자 조제·복약지도료(1일당),4321437,SNOMED,1970-01-01,2099-12-31
KK020,42358203,Korean EDI,Intravenous Injection; 정맥내일시주사[1일당],4181778,SNOMED,1970-01-01,2099-12-31
KK031,42361020,Korean EDI,"Intraarterial Injection-for Artery of Internal Organ; 동맥주사-폐동맥기시부,대동맥궁및복부대동맥등심부동맥의경우",4270341,SNOMED,1970-01-01,2099-12-31
KK032,42365098,Korean EDI,Intracardiac Injection; 심장내주사,4284327,SNOMED,1970-01-01,2099-12-31
KK061,42357907,Korean EDI,Perineural Injection; 신경간내주사,4099926,SNOMED,1970-01-01,2099-12-31
KK062,42358838,Korean EDI,tendon sheath Injection; 건초내주사,4234723,SNOMED,1970-01-01,2099-12-31
KK070,42360203,Korean EDI,Intraosseous Injection; 골수내주사,4076780,SNOMED,1970-01-01,2099-12-31
KK090,42360790,Korean EDI,Intraarticular Injection; 관절강내주사,4101113,SNOMED,1970-01-01,2099-12-31
KK110,42356945,Korean EDI,Subconjunctival Injection; 결막하주사,4252594,SNOMED,1970-01-01,2099-12-31
KK120,42359018,Korean EDI,Intracorneal Injection; 각막내주사,4003375,SNOMED,1970-01-01,2099-12-31
KK130,42360164,Korean EDI,Retrobulbar Injection; 구후주사[테논씨낭내주사],4025796,SNOMED,1970-01-01,2099-12-31
KK135,42361769,Korean EDI,Intraturbinate Injection; 비갑개내주사,4219091,SNOMED,1970-01-01,2099-12-31
KK140,42365569,Korean EDI,Intralaryngeal Instillation; 후두내주입,4135710,SNOMED,1970-01-01,2099-12-31
KK151,42362910,Korean EDI,Chemotherapic Administration-Intravenous; 항암제주입-정맥내일시주사[1일당],4146535,SNOMED,1970-01-01,2099-12-31
KK160,42363528,Korean EDI,Rapid and Warming Blood(fluid) Infusion; 급속항온주입[1회당],4204138,SNOMED,2009-01-31,2099-12-31
KX001,42362495,Korean EDI,Intraprostatic Injection; 전립선내주사,4142491,SNOMED,1970-01-01,2099-12-31
L0101,42358666,Korean EDI,Intravenous-General Anethesia; 정맥마취(전신마취),4082996,SNOMED,1970-01-01,2099-12-31
L1211,42363705,Korean EDI,Basic Anesthetic Management for 1hr-Endotracheal Closed Circuit General Anesthesia; 기관내삽관에의한폐쇄순환식전신마취관리기본[1시간기준],4145786,SNOMED,1970-01-01,2099-12-31
L1212,42358525,Korean EDI,Basic Anesthetic Management for 1hr-Closed Circuit General Anesthesia with Mask; 마스크에의한폐쇄순환식전신마취관리기본[1시간기준],4118897,SNOMED,1970-01-01,2099-12-31
L1214,42365910,Korean EDI,Basic Anesthetic Management for 1hr-Epidural Anesthesia; 경막외마취관리기본[1시간기준],4078199,SNOMED,1970-01-01,2099-12-31
L1215,42363483,Korean EDI,Basic Anesthetic Management for 1hr-Brachial Plexus Anesthesia; 상박신경총마취관리기본[1시간기준],4262378,SNOMED,1970-01-01,2099-12-31
L1320,42359467,Korean EDI,Monitoring of Central Venous Pressure in Anesthesia; 마취중중심정맥압감시[카테터삽입료포함],4322479,SNOMED,1970-01-01,2099-12-31
L1330,42365177,Korean EDI,Monitoring of intraarterial Pressure in Anesthesia; 마취중침습적동맥압감시[카테터삽입료포함],4218778,SNOMED,1970-01-01,2099-12-31
L1340,42359463,Korean EDI,Monitoring fee in Anesthesia- Monitoring the waveform variation index during anesthesia; 마취중 감시료-마취중 파형변이지수감시,4217901,SNOMED,1970-01-01,2099-12-31
LA201,42360178,Korean EDI,Epidural Injection (Epidural PCA)- on the Day of procedure- If both injection and infuser are installed; 경막외 주입(Epidural PCA)-시술당일-주입로 확보 및 infuser 장착을 모두 실시한 경우,4287923,SNOMED,1970-01-01,2099-12-31
LA204,42358191,Korean EDI,Intravenous injection (IV PCA)- on the Day of procedure- If both injection and infuser are installed; 정맥내 주입(IV PCA)-시술당일-주입로 확보 및 infuser 장착을 모두 실시한 경우,4086425,SNOMED,1970-01-01,2099-12-31
LA222,42363688,Korean EDI,Epidural Nerve Block-by Catheter Insertion through Subcutaneous Tunnel; 경막외신경차단술(지속적차단)-피하터널식카테터삽입에의한방법-삽입당일[삽입료포함],4267121,SNOMED,1970-01-01,2099-12-31
LA224,42362582,Korean EDI,Epidural Nerve Block-by Implantation of Subcutaneous Reservoir Pump; 경막외신경차단술(지속적차단)-피하매몰저장기펌프삽입술에의한방법-삽입당일[삽입료포함],4174450,SNOMED,1970-01-01,2099-12-31
LA232,42365509,Korean EDI,Cranial Nerve or Its Peripheral Branch Block-Facial Nerve; 뇌신경및뇌신경말초지차단술-안면신경,4005967,SNOMED,1970-01-01,2099-12-31
LA234,42365452,Korean EDI,Cranial Nerve or Its Peripheral Branch Block-Sphenopalatine Ganglion; 뇌신경및뇌신경말초지차단술-접구개신경절,4312757,SNOMED,1970-01-01,2099-12-31
LA241,42356224,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Greater or Lesser Occipital Nerve; 척수신경말초지차단술-대소후두신경,4233524,SNOMED,1970-01-01,2099-12-31
LA244,42360159,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Phrenic Nerve; 척수신경말초지차단술-횡격막신경,4100472,SNOMED,1970-01-01,2099-12-31
LA245,42360101,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Spinal Accessory Nerve; 척수신경말초지차단술-척추부신경,4266069,SNOMED,1970-01-01,2099-12-31
LA247,42359744,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Scapular Nerve; 척수신경말초지차단술-견갑신경,4226424,SNOMED,1970-01-01,2099-12-31
LA264,42356881,Korean EDI,Sympathetic Plexus or Ganglion Block-Complex(Celiac Plexus); 교감신경총및신경절차단술-복잡한것(복강신경총),4110981,SNOMED,1970-01-01,2099-12-31
LA271,42356952,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Pudendal Nerve; 척수신경말초지차단술-음부신경,4238713,SNOMED,1970-01-01,2099-12-31
LA272,42357170,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Sciatic Nerve; 척수신경말초지차단술-좌골신경,4200837,SNOMED,1970-01-01,2099-12-31
LA273,42360129,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Obturator Nerve; 척수신경말초지차단술-폐쇄신경,4333963,SNOMED,1970-01-01,2099-12-31
LA274,42356521,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Femoral Nerve; 척수신경말초지차단술-대퇴신경,4336456,SNOMED,1970-01-01,2099-12-31
LA275,42359962,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Lateral Cutaneous Femoral Nerve; 척수신경말초지차단술-외측대퇴피신경,4333279,SNOMED,1970-01-01,2099-12-31
LA276,42355473,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Brachial Plexus; 척수신경말초지차단술-상박신경총,4262378,SNOMED,1970-01-01,2099-12-31
LA321,42360314,Korean EDI,Epidural Nerve Block-Single(Cervical and/or Thoracic); 경막외신경차단술-일회성차단(경추및흉추),4120974,SNOMED,1970-01-01,2099-12-31
LA322,42360343,Korean EDI,Epidural Nerve Block-Single(Lumbar and/or Caudal); 경막외신경차단술-일회성차단(요추및천추),4110978,SNOMED,1970-01-01,2099-12-31
LA330,42363752,Korean EDI,Removal of Subcutaneous Reservoir Pump; 경막외저장기펌프제거술,4171278,SNOMED,1970-01-01,2099-12-31
LA340,42364020,Korean EDI,"Trigeminal Ganglion, Maxillary Nerve, Mandibular Nerve; 뇌신경및뇌신경말초지차단술-삼차신경절,상악신경,하악신경",4045622,SNOMED,1970-01-01,2099-12-31
LA341,42365862,Korean EDI,"Supra-Orbital Nerve, Infra-Orbital Nerve, Mental Nerve, Auriculotemporal Nerve; 뇌신경및뇌신경말초지차단술-안와상,안와하,턱끝,이개측두신경",4181780,SNOMED,1970-01-01,2099-12-31
LA346,42356882,Korean EDI,Block of Peripheral Branch of Spinal Nerve-Axillary Nerve; 척수신경말초지차단술-액와신경,4209891,SNOMED,1970-01-01,2099-12-31
LA352,42361080,Korean EDI,"Spinal Nerve Plexus, Root or Ganglion Block-Paravertebral Nerve; 척수신경총,신경근및신경절차단술-방척추신경",4205280,SNOMED,1970-01-01,2099-12-31
LA366,42356901,Korean EDI,Sympathetic Plexus or Ganglion Block-Complex(Superior Hypogastric Plexus); 교감신경총및신경절차단술-복잡한것(상하복신경총),2110779,CPT4,1970-01-01,2099-12-31
LA371,42364280,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Sciatic nerve; 지속적 말초신경 및 신경총 통증(자가)조절법-좌골신경-카테터삽입 당일 [카테터삽입료 포함],2110762,CPT4,2018-01-31,2099-12-31
LA372,42364624,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Sciatic nerve; 지속적 말초신경 및 신경총 통증(자가)조절법-좌골신경-익일 이후 (1일당),2110762,CPT4,1970-01-01,2099-12-31
LA373,42364929,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Femoral nerve; 지속적 말초신경 및 신경총 통증(자가)조절법-대퇴신경-카테터삽입 당일 [카테터삽입료 포함],2110764,CPT4,2014-01-31,2099-12-31
LA375,42362097,Korean EDI,Continuous (Patient Controlled) analgesia of peripheral nerve or plexus-Interscalene Brachial Plexus; 지속적 말초신경 및 신경총 통증(자가)조절법-사각근간 상박신경총-카테터삽입 당일 [카테터삽입료 포함],2110753,CPT4,2011-01-31,2099-12-31
LB310,42362564,Korean EDI,Subarachnoid Nerve Destruction By Neurolytic Substance; 지주막하신경파괴술,4302768,SNOMED,1970-01-01,2099-12-31
LB346,42357182,Korean EDI,Destruction of Spinal Nerve or Its Peripheral Branch By Neurolytic Substance-Pudendal Nerve; 척수신경및말초지파괴술-음부신경,4258552,SNOMED,2009-01-31,2099-12-31
M0040,42360508,Korean EDI,Oxygen Inhalation; 산소흡입[1일당],4239130,SNOMED,1970-01-01,2099-12-31
M0045,42363058,Korean EDI,Nebulizer Treatment of Lower Airway; 하기도증기흡입치료[1일당],4206920,SNOMED,1970-01-01,2099-12-31
M0046,42358766,Korean EDI,Heated Humidified High Flow Nasal Cannula Therapy; 가온가습고유량비강캐뉼라요법,4155151,SNOMED,1970-01-01,2099-12-31
M0050,42363930,Korean EDI,Nelaton Catheterization; 도뇨[1회당],4075951,SNOMED,1970-01-01,2099-12-31
M0060,42364614,Korean EDI,Foley Catheterization; 유치 카테터 설치,4076762,SNOMED,1970-01-01,2099-12-31
M0065,42362498,Korean EDI,Ureteral Catheterization; 요관카테터법,4180860,SNOMED,1970-01-01,2099-12-31
M0075,42086534,Korean EDI,Cauterization of Umbilical Granuloma; 제대육아종소작술,4031300,SNOMED,1970-01-01,2099-12-31
M0078,42364083,Korean EDI,Rectal Tube Insertion; 직장내삽관술,4196932,SNOMED,1970-01-01,2099-12-31
M0111,42363152,Korean EDI,Simple Dressing; 단순처치[1일당],4305581,SNOMED,1970-01-01,2099-12-31
M0121,42357085,Korean EDI,Infectious Wound Dressing; 염증성처치[1일당],4080499,SNOMED,1970-01-01,2099-12-31
M0135,42361100,Korean EDI,Suction Drainage or Tracheostomy Suction Etc.; 흡입배농 및 배액처치-상급종합병원 중환자실 입원,4164516,SNOMED,1970-01-01,2099-12-31
M0141,42364004,Korean EDI,Sitz Bath; 좌욕[1일당],4215155,SNOMED,1970-01-01,2099-12-31
M0153,42357517,Korean EDI,Tub Bath; 통목욕간호[1일당],4030240,SNOMED,1970-01-01,2099-12-31
M0155,42363973,Korean EDI,Bed Bath; 침상목욕간호[1일당],4238681,SNOMED,1970-01-01,2099-12-31
M0581,42357298,Korean EDI,Hyperbaric Oxygen Therapy; (상급종합병원·종합병원)고압산소요법-1시간까지,4087611,SNOMED,1970-01-01,2099-12-31
M0651,42361481,Korean EDI,Cryoablation of Arrhythmia; 부정맥의 냉각절제술-냉각풍선절제술,4050570,SNOMED,1970-01-01,2099-12-31
M0652,42363648,Korean EDI,Cryoablation of Arrhythmia-Septal Puncture; 부정맥의 냉각절제술-냉각풍선절제술-중격천자,4050570,SNOMED,1970-01-01,2099-12-31
M0654,42364764,Korean EDI,"Radiofrequency Ablation of Arrhythmia (during atrial fibrillation ablation, linear ablation for cavotricuspid ishmus, CTI); 부정맥의고주파절제술(심방세동절제시 하대정맥-삼첨판륜 협부에 대한 선형절제술)",4049987,SNOMED,1970-01-01,2099-12-31
M0654,42364764,Korean EDI,"Radiofrequency Ablation of Arrhythmia (during atrial fibrillation ablation, linear ablation for cavotricuspid ishmus, CTI); 부정맥의고주파절제술(심방세동절제시 하대정맥-삼첨판륜 협부에 대한 선형절제술)",4049987,SNOMED,1970-01-01,2099-12-31
M1583,42357360,Korean EDI,Cardiopulmonary Resuscitation; (상급종합병원·종합병원)심폐소생술(15분까지),4232320,SNOMED,1970-01-01,2099-12-31
M5850,42364723,Korean EDI,Artificial Ventilation; 인공호흡[기관내삽관료 별도]-3시간까지,4230167,SNOMED,1970-01-01,2099-12-31
M5859,42360412,Korean EDI,Tracheal Intubation; 기관내삽관술,4013354,SNOMED,1970-01-01,2099-12-31
M5875,42355515,Korean EDI,Cardiopulmonary Resuscitation; 심폐소생술(30분을초과하여45분까지),4232320,SNOMED,1970-01-01,2099-12-31
M5876,42356958,Korean EDI,Cardiopulmonary Resuscitation; 심폐소생술(45분을초과하여60분까지),4232320,SNOMED,1970-01-01,2099-12-31
M5901,42357027,Korean EDI,Gastric Lavage-Orograstric Tube Insertion; 위세척[위관삽입료포함][1일당]-구위관삽입에 의한 세척,4071646,SNOMED,1970-01-01,2099-12-31
M5902,42357095,Korean EDI,Gastric Lavage-During Gastrointestinal Bleeding; 위세척[위관삽입료포함][1일당]-비위관삽입에 의한 세척-위출혈의 경우,4232921,SNOMED,1970-01-01,2099-12-31
M5910,42363378,Korean EDI,Sankenstaken-Blackmore Tube Insertion; 식도압박지혈튜브삽입,4125150,SNOMED,1970-01-01,2099-12-31
M5951,42357735,Korean EDI,"Emergency Cervical Immobilization With Cervical Collar, Etc.; 응급고정술[Cervical Collar 착용 등을 이용한 경추부 고정]",4161691,SNOMED,1970-01-01,2099-12-31
M5952,42357777,Korean EDI,Emergency Spine Immobilization; 응급고정술[척추고정],4170947,SNOMED,1970-01-01,2099-12-31
M5961,42363427,Korean EDI,Rapid Internal Body Temperature Control Therapy-With Gastric Lavage; 급속내부체온조절요법-위세척에의한경우,4108855,SNOMED,1970-01-01,2099-12-31
M5970,42364163,Korean EDI,Therapeutic Hypothermia; 치료적저체온요법[1일당],4203429,SNOMED,1970-01-01,2099-12-31
M5990,42357208,Korean EDI,Selective Head Hypothermia; 선택적 두부 저체온 요법,4218726,SNOMED,1970-01-01,2099-12-31
M6521,42352011,Korean EDI,Percutaneous Atrial Septostomy-Balloon; 경피적심방중격절개술-풍선심방중격절개술,4154621,SNOMED,1970-01-01,2099-12-31
M6522,42364379,Korean EDI,Percutaneous Atrial Septostomy-Blade; 경피적심방중격절개술-칼날심방중격절개술,4151906,SNOMED,1970-01-01,2099-12-31
M6551,42357189,Korean EDI,Percutaneous Transluminal Coronary Angioplasty-Single Vessel; 경피적관상동맥확장술-단일혈관,4006788,SNOMED,1970-01-01,2099-12-31
M6563,42356963,Korean EDI,Percutaneous Transcatheter Placement of Intracoronary Stent; 경피적관상동맥스텐트삽입술(경피적관상동맥확장술및경피적관상동맥죽상반절제술과동시)-단일혈관,4181025,SNOMED,2008-01-31,2099-12-31
M6593,42358979,Korean EDI,Percutaneous Transluminal Angioplasty-Cerebral; 경피적풍선혈관성형술-뇌혈관,4205799,SNOMED,2009-01-31,2099-12-31
M6594,42358870,Korean EDI,Percutaneous Transluminal Angioplasty-Carotid; 경피적풍선혈관성형술-경동맥[추골동맥포함],4020941,SNOMED,1970-01-01,2099-12-31
M6595,42363276,Korean EDI,Percutaneous Transluminal Angioplasty-Aortic; 경피적풍선혈관성형술-대동맥,4019033,SNOMED,1970-01-01,2099-12-31
M6596,42366086,Korean EDI,Percutaneous Transluminal Angioplasty-Pulmonary; 경피적풍선혈관성형술-폐동맥,4138765,SNOMED,1970-01-01,2099-12-31
M6597,42358925,Korean EDI,Percutaneous Transluminal Angioplasty-Others; 경피적풍선혈관성형술-기타혈관,4184298,SNOMED,1970-01-01,2099-12-31
M6620,42359707,Korean EDI,Percutaneous Intravascular Installation of Metallic Stent-Percutaneous Intravascular Atherectomy; 경피적혈관내죽종제거술,4190630,SNOMED,1970-01-01,2099-12-31
M6630,42356939,Korean EDI,Percutaneous Thrombus Removal-Thrombolysis(Intracranial vessel); 경피적혈전제거술-혈전용해술-두개강내 혈관,4047016,SNOMED,1970-01-01,2099-12-31
M6632,42357083,Korean EDI,Percutaneous Thrombus Removal-Thrombolysis-Others; 경피적혈전제거술-혈전용해술[기타혈관],4085113,SNOMED,1970-01-01,2099-12-31
M6636,42359873,Korean EDI,Percutaneous Thrombus Removal-Mechanical thrombectomy(Intracranial vessel); 경피적혈전제거술-기계적혈전제거술[카테터법]-두개강내 혈관,4161134,SNOMED,2009-01-31,2099-12-31
M6644,42357729,Korean EDI,Embolization-Others; 혈관색전술-기타혈관,4046732,SNOMED,1970-01-01,2099-12-31
M6650,42341566,Korean EDI,Percutaneous Installation of Inferior Vena Cava Filter; 경피적하대정맥여과기설치술,4287926,SNOMED,1970-01-01,2099-12-31
M6690,42364109,Korean EDI,Percutaneous Cholecystostomy; 경피적담낭조루술[유도료별도산정],4067681,SNOMED,1970-01-01,2099-12-31
